Name,Season,Pitch,Pitches,LD%,GB%,FB%,IFFB%,HR/FB,Strikes,Balls,Pitches,xMov,zMov,Mov,NameASCII,PlayerId,MLBAMID
"Yandy Díaz",2025,"FA,FC,FS,SI,CH,SL,CU,KC,EP",1824,0.2177650429799427,0.5616045845272206,0.22063037249283668,0.19480519480519481,0.18181818181818182,1130,694,1824,-3.168640439599781,4.284915971189145,8.45033985197368,"Yandy Diaz","16578",650490
"Nico Hoerner",2025,"FA,FC,FS,SI,CH,SL,CU,KC,EP",1832,0.23132530120481928,0.4771084337349398,0.29156626506024097,0.19834710743801653,0.024793388429752067,1231,601,1832,-2.542798429716157,4.055916163624453,8.318739695414848,"Nico Hoerner","21479",663538
"Gabriel Arias",2025,"FA,FC,FS,SI,CH,SL,CU,KC",1249,0.22842639593908629,0.49238578680203043,0.27918781725888325,0.18181818181818182,0.12727272727272726,831,418,1249,-2.003440105124099,3.798923949935948,8.16041817534027,"Gabriel Arias","22563",672356
"Jeff McNeil",2025,"FA,FC,FS,SI,CH,SL,CU,KC,EP",1304,0.2647058823529412,0.34558823529411764,0.3897058823529412,0.2169811320754717,0.10377358490566038,852,452,1304,-3.1797452557300607,3.962400379961656,8.723149247699382,"Jeff McNeil","15362",643446
"Francisco Lindor",2025,"FA,FC,FS,SI,CH,SL,CU,KC",2046,0.2622478386167147,0.3861671469740634,0.3515850144092219,0.16393442622950818,0.19672131147540983,1300,746,2046,-3.143112442556207,4.316838023265398,8.992006655425216,"Francisco Lindor","12916",596019
"Drake Baldwin",2025,"FA,FC,FO,FS,SI,CH,SL,CU,KC",1387,0.24714828897338403,0.44866920152091255,0.3041825095057034,0.125,0.1875,882,505,1387,-3.867754779610671,3.9258547037491,8.673515089401588,"Drake Baldwin","31539",686948
"Sean Murphy",2025,"FA,FC,FS,SI,CH,SL,CU,KC",829,0.2,0.5,0.3,0.05128205128205128,0.23076923076923078,542,287,829,-2.3706269159589866,3.6986755213630875,8.110686600361886,"Sean Murphy","19352",669221
"Edgar Quero",2025,"FA,FC,FS,SI,CH,SL,CU,KC",1073,0.24338624338624337,0.48148148148148145,0.2751322751322751,0.11538461538461539,0.07692307692307693,675,398,1073,-3.779221974874184,5.057220381547066,9.222549658900274,"Edgar Quero","28022",700337
"Alejandro Osuna",2025,"FA,FC,FS,SI,CH,SL,CU,KC,EP",690,0.3063063063063063,0.4144144144144144,0.27927927927927926,0.25806451612903225,0.06451612903225806,435,255,690,-3.9272967394347833,5.024684923623189,9.298407733333335,"Alejandro Osuna","27915",696030
"Nick Gonzales",2025,"FA,FC,FS,SI,CH,SL,CU,KC",1061,0.24050632911392406,0.4810126582278481,0.27848101265822783,0.19696969696969696,0.045454545454545456,714,347,1061,-2.1987477280867105,3.6854206133270497,7.755300474081053,"Nick Gonzales","27490",693304
"Wenceel Pérez",2025,"FA,FC,FS,SI,CH,SL,CU,KC,EP",1117,0.20108695652173914,0.375,0.42391304347826086,0.23076923076923078,0.10256410256410256,731,386,1117,-2.30773110213966,3.708977766427933,8.485165135183527,"Wenceel Perez","22857",672761
"Mike Yastrzemski",2025,"FA,FC,FO,FS,SI,CH,SL,CU,KC",1896,0.24414715719063546,0.2976588628762542,0.45819397993311034,0.21897810218978103,0.10948905109489052,1128,768,1896,-3.2074036964767916,4.626597086487341,8.894560197151902,"Mike Yastrzemski","14854",573262
"Jose Altuve",2025,"FA,FC,FS,SI,CH,SL,CU,KC",1850,0.18090452261306533,0.44221105527638194,0.3768844221105528,0.30666666666666664,0.12666666666666668,1234,616,1850,-2.708720579702703,3.976216459167568,8.42940557243243,"Jose Altuve","5417",514888
