Name,Team,Name,Team,Season,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR,PPTV,CPTV,BPTV,DSV,DGV,BTV,wPPTV,wCPTV,wBPTV,wDSV,wDGV,wBTV,EBV,ESV,wOppTeamV,wTeamV,wNetBatV,TG,Bats,Fantasy,$,FPTS,FPTS/G,SPTS,SPTS/G,XBR,EV90,BatSpd,FastSw%,SqUpCon%,SqUpSw%,BlastCon%,BlastSw%,Swords,CompSw,Tilt,AtkAng,AtkDir,IdealAtkAng%,DepthBox,DistOffPlt,H-Swing%,H-Contact%,H-Zone%,C-Swing%,C-Contact%,C-Zone%,S-Swing%,S-Contact%,S-Zone%,W-Swing%,W-Contact%,W-Zone%,O-Swing% (mlb),O-Contact% (mlb),O-Zone% (mlb),Z-Swing% (mlb),Z-Contact% (mlb),Zone% (mlb),FA-AA,FT-AA,FC-AA,FS-AA,FO-AA,SI-AA,SL-AA,CU-AA,KC-AA,EP-AA,CH-AA,SC-AA,KN-AA,SLO-AA,ST-AA,CUO-AA,CV-AA,FA-SPN,FT-SPN,FC-SPN,FS-SPN,FO-SPN,SI-SPN,SL-SPN,CU-SPN,KC-SPN,EP-SPN,CH-SPN,SC-SPN,KN-SPN,SLO-SPN,ST-SPN,CUO-SPN,CV-SPN,SLO% (sc),ST% (sc),CUO% (sc),SV% (sc),vSLO (sc),vST (sc),vCUO (sc),vSV (sc),SLO-X (sc),ST-X (sc),CUO-X (sc),SV-X (sc),SLO-Z (sc),ST-Z (sc),CUO-Z (sc),SV-Z (sc),wSLO (sc),wST (sc),wCUO (sc),wSV (sc),wSLO/C (sc),wST/C (sc),wCUO/C (sc),wSV/C (sc),SI-Swing%,SI-Contact%,SI-Zone%,SO-Swing%,SO-Contact%,SO-Zone%,SwgLng,B-Rvw,B-OvrTrn,B-Crct%,wB-Rvw,P-Rvw,P-OvrTrn,P-Crct%,wP-Rvw,C-Rvw,C-OvrTrn,C-Crct%,wC-Rvw,AsC-Rvw,AsC-Ovrtrn,AsC-Crct%,wAsC-Rvw,NameASCII,PlayerId,MLBAMID
"Tyler Tolbert","KCR","Tyler Tolbert","KCR",2026,28,40,52,58,18,15,1,0,2,19,4,2,0,13,1,1,2,2,9,1,0.346153846,16,14,9,2,193,65,128,5,3,0,0.034482758,0.224137931,0.153846153,0.375,0.48076923,0.85576923,0.134615384,0.421052631,1.142857142,0.23076923,0.41025641,0.358974358,0.142857142,0.142857142,0.3125,0,0.3722537990127291,2.607275491878476,9.470297625586475,,,,,,,,7.350608805211007,138.0106843617046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.287380582652986,,"28 - 28",,,,0.4047619,0.38095238,0.21428571,0.19047619,0.42857143,0.38095238,0.29310345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler Tolbert",25779,686475
"Jac Caglianone","KCR","Jac Caglianone","KCR",2026,23,116,312,343,91,56,17,2,16,48,48,29,2,84,1,1,0,5,2,2,0.291666666,102,72,55,6,1234,445,789,5,0,0,0.084548104,0.244897959,0.345238095,0.352769679,0.512820512,0.865590191,0.221153846,0.352112676,1.416666666,0.240174672,0.445414847,0.31441048,0.083333333,0.222222222,0.049019607,0,0.372165680281228,15.394483229535952,55.98097619267119,,,,,,,,3.644219926359275,137.94939508319558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8942508790642023,,"23 - 23",,,,0.49344978,0.32751092,0.1790393,0.09606987,0.44541485,0.45851528,0.37609329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jac Caglianone",35041,695506
"Ryan O'Hearn","PIT","Ryan O'Hearn","PIT",2026,32,87,247,277,72,47,12,0,13,39,52,25,1,58,3,2,0,8,1,0,0.291497975,70,77,44,6,1088,420,668,5,0,0,0.090252707,0.209386281,0.431034482,0.36101083,0.497975708,0.858986538,0.206477733,0.331460674,0.909090909,0.230366492,0.366492146,0.403141361,0.077922077,0.168831168,0.071428571,0,0.3717523186966993,12.339826866241014,45.11667395308784,,,,,,,,2.5484592849624867,132.1452765781574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21472682524472475,,"32 - 32",,,,0.39790576,0.31937173,0.28272251,0.15706806,0.43979058,0.40314136,0.3465704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn",16442,656811
"Riley Greene","DET","Riley Greene","DET",2026,25,112,294,341,85,53,18,0,14,50,42,39,4,90,3,5,0,6,3,1,0.289115646,72,92,45,0,1413,569,844,2,0,0,0.114369501,0.263929618,0.433333333,0.372434017,0.493197278,0.865631295,0.204081632,0.364102564,0.782608695,0.215311004,0.344497607,0.440191387,0,0.152173913,0.027777777,0,0.3716684422436383,15.16781175907769,55.517648786567825,,,,,,,,3.1137596934303002,139.3273128258195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3217418468557298,,"25 - 25",,,,0.36842105,0.37799043,0.25358852,0.10047847,0.4784689,0.42105263,0.41935484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riley Greene",25976,682985
"Dalton Rushing","LAD","Dalton Rushing","LAD",2026,25,68,159,180,42,24,7,0,11,27,32,18,0,52,2,1,0,1,0,0,0.264150943,36,41,31,4,687,251,436,2,0,0,0.1,0.288888888,0.346153846,0.344444444,0.51572327,0.860167714,0.251572327,0.319587628,0.87804878,0.287037037,0.333333333,0.379629629,0.097560975,0.268292682,0.055555555,0,0.37106552521387737,7.918842282431527,29.217876490490838,,,,,,,,1.558673465,135.5589495729048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24659433029592037,,"25 - 25",,,,0.44444444,0.34259259,0.21296296,0.14814815,0.40740741,0.44444444,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dalton Rushing",31382,687221
"Michael Harris II","ATL","Michael Harris II","ATL",2026,25,118,324,338,101,63,21,1,16,45,55,11,0,70,0,2,1,2,8,3,0.311728395,116,93,47,7,1230,390,840,7,1,0,0.032544378,0.207100591,0.157142857,0.332344213,0.530864197,0.86320841,0.219135802,0.354166666,1.247311827,0.18359375,0.453125,0.36328125,0.075268817,0.17204301,0.060344827,0,0.3699940365216852,14.577401731257165,54.572254855279645,,,,,,,,4.632232895865046,134.48530410947444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049946640618145466,,"25 - 25",,,,0.34241245,0.42412451,0.23346304,0.13229572,0.43190661,0.43579767,0.28698225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michael Harris II",25931,671739
"Matt Olson","ATL","Matt Olson","ATL",2026,32,119,312,355,79,37,19,0,23,56,50,40,5,89,1,2,0,2,2,0,0.253205128,78,109,38,12,1549,624,925,3,0,0,0.112676056,0.250704225,0.449438202,0.338028169,0.53525641,0.873284579,0.282051282,0.277227722,0.71559633,0.168888888,0.346666666,0.484444444,0.110091743,0.211009174,0.038461538,0,0.3693205157348088,15.117526316769384,57.12395489377525,,,,,,,,3.1722953349299114,134.0340393455818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009122405666857958,,"32 - 32",,,,0.42666667,0.32888889,0.24444444,0.16888889,0.42222222,0.40888889,0.42816901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Olson",14344,621566
"Kyle Stowers","MIA","Kyle Stowers","MIA",2026,28,99,288,329,76,41,15,4,16,41,49,33,3,107,6,1,1,5,1,1,0.263888888,59,85,38,8,1243,462,781,2,1,0,0.100303951,0.325227963,0.308411214,0.350609756,0.510416666,0.861026422,0.246527778,0.361445783,0.694117647,0.208791208,0.324175824,0.467032967,0.094117647,0.188235294,0.033898305,0,0.36911744282795833,13.956381473294835,52.88628288691435,,,,,,,,4.4074480211978315,132.83347657552048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6432800204493105,,"28 - 28",,,,0.47540984,0.3442623,0.18032787,0.12021858,0.40983607,0.46994536,0.47416413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kyle Stowers",26151,669065
"Nick Gonzales","PIT","Nick Gonzales","PIT",2026,27,120,334,367,111,87,18,1,5,47,45,24,0,61,9,0,0,10,3,3,0.332335329,143,70,59,2,1328,461,867,21,1,0,0.065395095,0.166212534,0.393442622,0.392370572,0.437125748,0.82949632,0.104790419,0.395522388,2.042857142,0.216911764,0.525735294,0.257352941,0.028571428,0.071428571,0.146853146,0,0.36883754009122094,15.485421231117103,58.91178542199359,,,,,,,,3.075843536660699,130.1923496532132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3077498190104961,,"27 - 27",,,,0.42124542,0.33699634,0.24175824,0.17582418,0.47619048,0.34798535,0.24523161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nick Gonzales",27490,693304
"Tyler Soderstrom","ATH","Tyler Soderstrom","ATH",2026,24,98,263,308,69,31,26,2,10,45,33,42,4,50,2,1,0,6,1,1,0.262357414,95,78,41,11,1205,497,708,5,0,0,0.136363636,0.162337662,0.84,0.366883116,0.490494296,0.857377412,0.228136882,0.289215686,1.217948717,0.191588785,0.443925233,0.364485981,0.141025641,0.128205128,0.052631578,0,0.3688000101400049,12.986605985681825,49.43162007502776,,,,,,,,3.6525488323381614,130.2161155147626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6096535208635032,,"24 - 24",,,,0.39252336,0.39719626,0.21028037,0.14953271,0.50934579,0.3411215,0.33116883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler Soderstrom",27467,691016
"Dillon Dingler","DET","Dillon Dingler","DET",2026,27,118,332,369,87,47,16,2,22,50,59,22,0,75,13,0,0,10,0,0,0.262048192,91,119,47,13,1404,500,904,3,0,0,0.059620596,0.203252032,0.293333333,0.332425068,0.521084337,0.853509405,0.259036145,0.276595744,0.764705882,0.182879377,0.354085603,0.463035019,0.109243697,0.184873949,0.032967032,0,0.3683818097985083,15.434028048397773,59.097048174919365,,,,,,,,2.77935139,137.04135922826998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4595621610060334,,"27 - 27",,,,0.44747082,0.3385214,0.21400778,0.17898833,0.43579767,0.38521401,0.32249322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillon Dingler",27464,693307
"Oneil Cruz","PIT","Oneil Cruz","PIT",2026,27,71,197,230,50,30,7,0,13,37,41,31,2,72,2,0,0,2,19,3,0.253807106,63,45,17,3,952,378,574,3,0,0,0.134782608,0.313043478,0.430555555,0.360869565,0.487309644,0.848179209,0.233502538,0.330357142,1.4,0.136,0.504,0.36,0.066666666,0.288888888,0.047619047,0,0.36806519277263106,9.561326697564372,36.77675929675127,,,,,,,,5.807391756362929,129.6748702566485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2229108079336584,,"27 - 27",,,,0.408,0.4,0.192,0.112,0.44,0.448,0.50434783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneil Cruz",21711,665833
"James McCann","ARI","James McCann","ARI",2026,36,34,80,85,25,17,4,0,4,11,18,2,0,24,1,0,2,2,0,0,0.3125,25,19,11,1,302,88,214,1,3,1,0.023529411,0.282352941,0.083333333,0.337349397,0.5125,0.849849397,0.2,0.403846153,1.315789473,0.2,0.454545454,0.345454545,0.052631578,0.210526315,0.04,0.333333333,0.3676391854343644,3.504295943880037,13.562173208796933,,,,,,,,1.4200310525,132.35289879586617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11208833195269108,,"36 - 36",,,,0.37931034,0.36206897,0.25862069,0.06896552,0.63793103,0.29310345,0.35294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James McCann",12859,543510
"Byron Buxton","MIN","Byron Buxton","MIN",2026,32,88,265,293,67,32,13,1,21,46,37,21,1,71,5,2,0,4,5,0,0.252830188,63,108,25,22,1071,374,697,10,0,0,0.071672354,0.242320819,0.295774647,0.317406143,0.547169811,0.864575954,0.294339623,0.262857142,0.583333333,0.12755102,0.321428571,0.551020408,0.203703703,0.194444444,0.158730158,0,0.3670335450809296,11.936232252187935,46.60632682419559,,,,,,,,5.393878808813382,136.91112708871484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6805482688359916,,"32 - 32",,,,0.51020408,0.29591837,0.19387755,0.23469388,0.41836735,0.34693878,0.38566553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byron Buxton",14161,621439
"Tristan Peters","CHW","Tristan Peters","CHW",2026,26,127,328,365,96,56,26,3,11,49,47,28,0,64,5,2,2,0,7,0,0.292682926,92,105,57,8,1310,451,859,6,14,5,0.076712328,0.175342465,0.4375,0.3553719,0.490853658,0.846225558,0.198170732,0.333333333,0.876190476,0.224409448,0.362204724,0.413385826,0.076190476,0.104761904,0.065217391,0.357142857,0.3670163198936084,14.864291303496364,58.053999558727746,,,,,,,,5.927071551055082,137.0520094736026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9012069436721504,,"26 - 26",,,,0.54104478,0.24626866,0.21268657,0.13059701,0.57089552,0.29850746,0.28219178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tristan Peters",30063,671976
