Name,Team,Name,Team,Season,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR,PPTV,CPTV,BPTV,DSV,DGV,BTV,wPPTV,wCPTV,wBPTV,wDSV,wDGV,wBTV,EBV,ESV,wOppTeamV,wTeamV,wNetBatV,TG,Bats,Fantasy,$,FPTS,FPTS/G,SPTS,SPTS/G,XBR,EV90,BatSpd,FastSw%,SqUpCon%,SqUpSw%,BlastCon%,BlastSw%,Swords,CompSw,Tilt,AtkAng,AtkDir,IdealAtkAng%,DepthBox,DistOffPlt,H-Swing%,H-Contact%,H-Zone%,C-Swing%,C-Contact%,C-Zone%,S-Swing%,S-Contact%,S-Zone%,W-Swing%,W-Contact%,W-Zone%,O-Swing% (mlb),O-Contact% (mlb),O-Zone% (mlb),Z-Swing% (mlb),Z-Contact% (mlb),Zone% (mlb),FA-AA,FT-AA,FC-AA,FS-AA,FO-AA,SI-AA,SL-AA,CU-AA,KC-AA,EP-AA,CH-AA,SC-AA,KN-AA,SLO-AA,ST-AA,CUO-AA,CV-AA,FA-SPN,FT-SPN,FC-SPN,FS-SPN,FO-SPN,SI-SPN,SL-SPN,CU-SPN,KC-SPN,EP-SPN,CH-SPN,SC-SPN,KN-SPN,SLO-SPN,ST-SPN,CUO-SPN,CV-SPN,SLO% (sc),ST% (sc),CUO% (sc),SV% (sc),vSLO (sc),vST (sc),vCUO (sc),vSV (sc),SLO-X (sc),ST-X (sc),CUO-X (sc),SV-X (sc),SLO-Z (sc),ST-Z (sc),CUO-Z (sc),SV-Z (sc),wSLO (sc),wST (sc),wCUO (sc),wSV (sc),wSLO/C (sc),wST/C (sc),wCUO/C (sc),wSV/C (sc),SI-Swing%,SI-Contact%,SI-Zone%,SO-Swing%,SO-Contact%,SO-Zone%,SwgLng,B-Rvw,B-OvrTrn,B-Crct%,wB-Rvw,P-Rvw,P-OvrTrn,P-Crct%,wP-Rvw,C-Rvw,C-OvrTrn,C-Crct%,wC-Rvw,AsC-Rvw,AsC-Ovrtrn,AsC-Crct%,wAsC-Rvw,NameASCII,PlayerId,MLBAMID
"Corey Seager","TEX","Corey Seager","TEX",2026,32,73,198,231,42,24,8,0,10,33,24,29,4,52,2,2,0,6,1,0,0.212121212,63,61,24,5,862,355,507,1,0,0,0.125541125,0.225108225,0.557692307,0.316017316,0.404040404,0.72005772,0.191919192,0.231884057,1.032786885,0.162162162,0.425675675,0.412162162,0.081967213,0.163934426,0.015873015,0,0.3123029961459962,-0.7977663560696724,26.535994210939776,,,,,,,,3.1382336524838044,100.86483656592225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08582524349913001,,"32 - 32",,,,0.48648649,0.32432432,0.18918919,0.10135135,0.47297297,0.42567568,0.39393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corey Seager",13624,608369
"Kerry Carpenter","DET","Kerry Carpenter","DET",2026,28,80,208,232,45,26,4,2,13,24,36,17,0,67,3,3,0,2,0,0,0.216346153,47,72,25,6,909,316,593,3,0,0,0.073275862,0.288793103,0.253731343,0.281385281,0.442307692,0.723692973,0.225961539,0.244274809,0.652777777,0.173611111,0.326388888,0.5,0.083333333,0.180555555,0.063829787,0,0.31217042605082196,-0.8260536665471155,26.626034868284886,,,,,,,,2.67091835875,97.94461900967318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2578031634911895,,"28 - 28",,,,0.40972222,0.32638889,0.26388889,0.11111111,0.56944444,0.31944444,0.41810345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kerry Carpenter",25961,681481
"LaMonte Wade Jr.","HOU","LaMonte Wade Jr.","HOU",2026,32,41,90,106,19,12,4,0,3,12,15,16,0,27,0,0,0,0,0,0,0.211111111,23,27,11,3,490,199,291,3,2,1,0.150943396,0.254716981,0.592592592,0.330188679,0.355555555,0.685744234,0.144444444,0.266666666,0.851851851,0.180327868,0.37704918,0.44262295,0.111111111,0.111111111,0.130434782,0.5,0.3118937645318373,-0.40110009792893914,12.141664491261544,,,,,,,,1.27566964,99.25930332163455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1569236647337675,,"32 - 32",,,,0.44444444,0.26984127,0.28571429,0.17460317,0.50793651,0.31746032,0.43396226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaMonte Wade Jr.",18126,664774
"Michael Massey","KCR","Michael Massey","KCR",2026,28,97,259,281,68,43,17,0,8,34,35,16,0,41,0,5,1,6,2,0,0.262548262,79,97,46,5,1033,337,696,2,2,0,0.056939501,0.145907473,0.390243902,0.3,0.42084942,0.72084942,0.158301158,0.279069767,0.814432989,0.207207207,0.355855855,0.436936936,0.051546391,0.082474226,0.025316455,0,0.3118686895285334,-1.068982925681558,32.18117603245548,,,,,,,,3.3961611445419946,96.0109899728915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0693394267000258,,"28 - 28",,,,0.52232143,0.3125,0.16517857,0.06696429,0.55357143,0.37946429,0.23131673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michael Massey",27684,686681
"Miguel Amaya","CHC","Miguel Amaya","CHC",2026,27,55,133,155,29,18,7,0,4,23,20,13,0,45,8,0,0,5,0,0,0.218045112,27,47,14,7,657,254,403,2,0,0,0.083870967,0.29032258,0.288888888,0.324675324,0.360902255,0.685577579,0.142857143,0.297619047,0.574468085,0.159090909,0.306818181,0.534090909,0.14893617,0.085106382,0.074074074,0,0.31155911087989807,-0.6283971687429,17.712437843752618,,,,,,,,2.64285714,97.32405076954448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2185722473077476,,"27 - 27",,,,0.36363636,0.40909091,0.22727273,0.20454545,0.47727273,0.31818182,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miguel Amaya",21693,665804
"Brayan Rocchio","CLE","Brayan Rocchio","CLE",2026,25,123,317,350,83,62,13,1,7,34,37,24,0,48,6,2,1,5,10,3,0.261829652,106,104,59,10,1354,480,874,6,3,1,0.068571428,0.137142857,0.5,0.323782234,0.375394321,0.699176555,0.113564669,0.287878787,1.019230769,0.219330855,0.394052044,0.3866171,0.096153846,0.067307692,0.056603773,0.333333333,0.3114742040634155,-1.4429562969732124,39.97183244091989,,,,,,,,4.3900836477897025,98.65289688933481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24917386658489704,,"25 - 25",,,,0.47058824,0.33823529,0.19117647,0.19117647,0.49264706,0.31617647,0.22571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brayan Rocchio",23690,677587
"Kyle Isbel","KCR","Kyle Isbel","KCR",2026,29,72,178,199,46,32,9,0,5,21,18,12,0,45,3,2,4,6,5,0,0.258426966,56,52,22,6,724,247,477,1,9,4,0.060301507,0.226130653,0.266666666,0.312820512,0.393258426,0.706078938,0.13483146,0.315384615,1.076923076,0.169230769,0.43076923,0.4,0.115384615,0.096153846,0.017857142,0.444444444,0.31115489097741933,-0.8717310050903785,22.675534591597415,,,,,,,,4.559733976522514,95.5145212033877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7365924348123372,,"29 - 29",,,,0.33093525,0.34532374,0.32374101,0.17985612,0.50359712,0.31654676,0.31155779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kyle Isbel",21614,664728
"Brett Bateman","TOR","Brett Bateman","TOR",2026,24,19,54,62,15,12,3,0,0,10,1,6,0,14,0,0,2,0,3,0,0.277777777,28,6,6,0,224,83,141,2,2,0,0.096774193,0.225806451,0.428571428,0.35,0.333333333,0.683333333,0.055555556,0.375,4.666666666,0.15,0.7,0.15,0,0,0.071428571,0,0.31104069352149966,-0.27731144155363274,7.059022563444574,,,,,,,,6.254161890741517,98.72577528063185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49912051018327475,,"24 - 24",,,,0.26190476,0.42857143,0.30952381,0.19047619,0.54761905,0.26190476,0.32258065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brett Bateman",33312,703520
"Yainer Diaz","HOU","Yainer Diaz","HOU",2026,27,68,192,201,50,34,7,0,9,21,27,6,0,27,1,2,0,7,0,1,0.260416666,88,49,30,6,627,183,444,4,0,0,0.029850746,0.134328358,0.222222222,0.283582089,0.4375,0.721082089,0.177083334,0.25949367,1.795918367,0.179640718,0.526946107,0.293413173,0.122448979,0.183673469,0.045454545,0,0.31086612489093,-0.9273574269580455,22.85656410537485,,,,,,,,1.535437114315782,98.54454845526749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6415210259146988,,"27 - 27",,,,0.4251497,0.37125749,0.20359281,0.15568862,0.54491018,0.2994012,0.20895522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yainer Diaz",23003,673237
"Trent Grisham","NYY","Trent Grisham","NYY",2026,29,110,296,345,59,30,13,1,15,48,39,45,0,61,0,3,0,7,7,2,0.199324324,96,108,34,13,1423,589,834,2,0,0,0.130434782,0.176811594,0.737704918,0.302325581,0.402027027,0.704352608,0.202702703,0.197309417,0.888888888,0.142857142,0.403361344,0.453781512,0.12037037,0.138888888,0.020833333,0,0.31077078729867935,-1.618290721074242,39.20485817770611,,,,,,,,5.028923088234693,97.85863530307613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15618888521566987,,"29 - 29",,,,0.5,0.33193277,0.16806723,0.11764706,0.5210084,0.36134454,0.35072464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trent Grisham",18564,663757
"Richie Palacios","TBR","Richie Palacios","TBR",2026,29,101,249,291,59,42,11,1,5,39,32,35,0,50,3,2,2,4,10,4,0.236947791,73,81,44,9,1155,438,717,3,5,1,0.120274914,0.171821305,0.7,0.335640138,0.34939759,0.685037728,0.112449799,0.275510204,0.901234567,0.222222222,0.368686868,0.409090909,0.111111111,0.061728395,0.04109589,0.2,0.31060720480024606,-1.4034291187483274,33.030009517614225,,,,,,,,5.328115519782289,96.90194272213236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09531307965517044,,"29 - 29",,,,0.37931034,0.37931034,0.24137931,0.18719212,0.5862069,0.22660099,0.30927835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richie Palacios",24589,680700
"Julio Rodríguez","SEA","Julio Rodríguez","SEA",2026,25,122,358,392,91,63,16,0,12,45,39,26,1,86,4,4,0,6,10,1,0.254189944,117,100,59,13,1420,467,953,11,0,0,0.06632653,0.219387755,0.302325581,0.308673469,0.39944134,0.708114809,0.145251396,0.299242424,1.17,0.213768115,0.423913043,0.36231884,0.13,0.12,0.094017094,0,0.31016994345828397,-2.0289300345134764,44.3556333519268,,,,,,,,4.434759843658318,104.22282200743068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0726537574082613,,"25 - 25",,,,0.42028986,0.34782609,0.23188406,0.15942029,0.51811594,0.32246377,0.31632653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Julio Rodriguez",23697,677594
"Kazuma Okamoto","TOR","Kazuma Okamoto","TOR",2026,30,130,364,405,80,48,12,0,20,53,62,34,0,125,4,3,0,8,0,1,0.219780219,86,112,44,17,1713,614,1099,8,0,0,0.083950617,0.308641975,0.272,0.291358024,0.417582417,0.708940441,0.197802198,0.27027027,0.767857142,0.181818181,0.3553719,0.462809917,0.151785714,0.178571428,0.093023255,0,0.31002884529255054,-2.1423568311450634,45.780470136988384,,,,,,,,1.963547223278632,98.0220038252725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8937197728082538,,"30 - 30",,,,0.52479339,0.26859504,0.20661157,0.1446281,0.46280992,0.39256198,0.44197531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto",37123,672960
"Jacob Wilson","ATH","Jacob Wilson","ATH",2026,24,74,212,221,59,44,10,0,5,24,25,7,0,27,2,0,0,7,3,0,0.278301886,97,47,41,6,761,222,539,11,0,0,0.031674208,0.122171945,0.259259259,0.307692307,0.396226415,0.703918722,0.117924529,0.3,2.063829787,0.221621621,0.524324324,0.254054054,0.127659574,0.106382978,0.113402061,0,0.3095057795490075,-1.2623770040829099,24.88810388470102,,,,,,,,3.86733436566115,88.975160830504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30296592926606536,,"24 - 24",,,,0.41081081,0.35675676,0.23243243,0.15135135,0.58378378,0.26486486,0.17647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacob Wilson",33266,805779
"Christian Walker","HOU","Christian Walker","HOU",2026,35,125,391,425,89,51,18,1,19,46,58,27,1,106,6,1,0,9,0,0,0.227621483,126,115,45,12,1662,611,1051,7,0,0,0.063529411,0.249411764,0.254716981,0.287058823,0.424552429,0.711611252,0.196930946,0.262172284,1.095652173,0.157342657,0.44055944,0.402097902,0.104347826,0.165217391,0.055555555,0,0.3094857926919775,-2.434506798095031,47.854879526489455,,,,,,,,1.75754785875,97.58448510510968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.465166577603668,,"35 - 35",,,,0.42307692,0.30769231,0.26923077,0.16083916,0.45804196,0.38111888,0.35764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian Walker",13419,572233
