Name,Team,Name,Team,Season,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR,PPTV,CPTV,BPTV,DSV,DGV,BTV,wPPTV,wCPTV,wBPTV,wDSV,wDGV,wBTV,EBV,ESV,wOppTeamV,wTeamV,wNetBatV,TG,Bats,Fantasy,$,FPTS,FPTS/G,SPTS,SPTS/G,XBR,EV90,BatSpd,FastSw%,SqUpCon%,SqUpSw%,BlastCon%,BlastSw%,Swords,CompSw,Tilt,AtkAng,AtkDir,IdealAtkAng%,DepthBox,DistOffPlt,H-Swing%,H-Contact%,H-Zone%,C-Swing%,C-Contact%,C-Zone%,S-Swing%,S-Contact%,S-Zone%,W-Swing%,W-Contact%,W-Zone%,O-Swing% (mlb),O-Contact% (mlb),O-Zone% (mlb),Z-Swing% (mlb),Z-Contact% (mlb),Zone% (mlb),FA-AA,FT-AA,FC-AA,FS-AA,FO-AA,SI-AA,SL-AA,CU-AA,KC-AA,EP-AA,CH-AA,SC-AA,KN-AA,SLO-AA,ST-AA,CUO-AA,CV-AA,FA-SPN,FT-SPN,FC-SPN,FS-SPN,FO-SPN,SI-SPN,SL-SPN,CU-SPN,KC-SPN,EP-SPN,CH-SPN,SC-SPN,KN-SPN,SLO-SPN,ST-SPN,CUO-SPN,CV-SPN,SLO% (sc),ST% (sc),CUO% (sc),SV% (sc),vSLO (sc),vST (sc),vCUO (sc),vSV (sc),SLO-X (sc),ST-X (sc),CUO-X (sc),SV-X (sc),SLO-Z (sc),ST-Z (sc),CUO-Z (sc),SV-Z (sc),wSLO (sc),wST (sc),wCUO (sc),wSV (sc),wSLO/C (sc),wST/C (sc),wCUO/C (sc),wSV/C (sc),SI-Swing%,SI-Contact%,SI-Zone%,SO-Swing%,SO-Contact%,SO-Zone%,SwgLng,B-Rvw,B-OvrTrn,B-Crct%,wB-Rvw,P-Rvw,P-OvrTrn,P-Crct%,wP-Rvw,C-Rvw,C-OvrTrn,C-Crct%,wC-Rvw,AsC-Rvw,AsC-Ovrtrn,AsC-Crct%,wAsC-Rvw,NameASCII,PlayerId,MLBAMID
"Ali Sánchez","NYY","Ali Sánchez","NYY",2026,29,18,36,38,11,8,2,0,1,3,6,0,0,10,1,0,1,1,0,0,0.305555555,9,10,6,2,144,50,94,1,2,0,0,0.263157894,0,0.324324324,0.444444444,0.768768768,0.138888889,0.4,0.9,0.24,0.36,0.4,0.2,0.1,0.111111111,0,0.33589258709469355,0.6040844494640452,5.090414288097583,,,,,,,,0.76785714,115.46720228911695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0515220919623971,,"29 - 29",,,,0.37037037,0.25925926,0.37037037,0.2962963,0.55555556,0.14814815,0.28947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ali Sanchez",18551,645305
"Michael Harris II","ATL","Michael Harris II","ATL",2026,25,94,180,192,49,30,11,0,8,21,25,8,0,34,2,1,1,1,2,0,0.272222222,64,52,28,6,659,193,466,3,4,3,0.041666666,0.177083333,0.235294117,0.308900523,0.466666666,0.775567189,0.194444444,0.294964028,1.23076923,0.194444444,0.444444444,0.361111111,0.115384615,0.153846153,0.046875,0.75,0.33536308910210094,2.970241564038228,25.63801338029189,,,,,,,,3.3430711995423494,111.61623862002402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17101293057203293,,"25 - 25",,,,0.43243243,0.32432432,0.24324324,0.2027027,0.5472973,0.25,0.26041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michael Harris II",25931,671739
"Keibert Ruiz","WSN","Keibert Ruiz","WSN",2026,27,50,87,90,25,16,6,0,3,11,14,3,0,16,0,0,0,5,1,1,0.287356321,37,23,10,2,305,99,206,2,1,0,0.033333333,0.177777777,0.1875,0.311111111,0.459770114,0.770881225,0.172413793,0.323529411,1.608695652,0.142857142,0.528571428,0.328571428,0.086956521,0.130434782,0.054054054,0,0.33410107758310104,1.3007167354581457,11.92623477432705,,,,,,,,2.9107736120515937,108.86755241701529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3195479465648532,,"27 - 27",,,,0.63380282,0.29577465,0.07042254,0.11267606,0.57746479,0.30985915,0.24444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keibert Ruiz",19610,660688
"Tyler O'Neill","BAL","Tyler O'Neill","BAL",2026,31,69,112,123,25,12,5,0,8,20,13,11,0,33,0,0,0,1,1,0,0.223214285,23,43,13,2,490,181,309,2,0,0,0.089430894,0.268292682,0.333333333,0.292682926,0.482142857,0.774825783,0.258928572,0.239436619,0.53488372,0.164556962,0.29113924,0.544303797,0.046511627,0.186046511,0.086956521,0,0.33408233450680247,1.7757872891799071,16.29732860896741,,,,,,,,4.114487519384938,116.20260910852171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0683324346318841,,"31 - 31",,,,0.43037975,0.30379747,0.26582278,0.11392405,0.49367089,0.39240506,0.42276423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler O'Neill",15711,641933
"Isaac Paredes","HOU","Isaac Paredes","HOU",2026,27,64,116,129,33,22,9,1,1,13,11,9,0,20,3,1,0,3,0,0,0.284482758,17,44,36,8,543,189,354,1,0,0,0.069767441,0.155038759,0.45,0.348837209,0.405172413,0.754009622,0.120689655,0.333333333,0.386363636,0.37113402,0.175257731,0.453608247,0.181818181,0.022727272,0.058823529,0,0.3338366160097048,1.836852208216144,17.066761397261576,,,,,,,,2.8471254275,114.67103481363728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19463901408016682,,"27 - 27",,,,0.49484536,0.29896907,0.20618557,0.21649485,0.5257732,0.25773196,0.23255814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Isaac Paredes",20036,670623
"Cole Carrigg","COL","Cole Carrigg","COL",2026,24,54,110,119,31,15,13,0,3,20,19,5,1,32,0,2,2,1,4,0,0.281818181,28,35,17,6,440,128,312,4,2,1,0.042016806,0.268907563,0.15625,0.307692307,0.481818181,0.789510488,0.2,0.363636363,0.8,0.2125,0.35,0.4375,0.171428571,0.085714285,0.142857142,0.5,0.3337325515418217,1.6844752163396643,15.733771289955216,,,,,,,,6.361033046576367,97.70642015248947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.691231151111424,,"24 - 24",,,,0.45121951,0.30487805,0.24390244,0.18292683,0.35365854,0.46341463,0.33613445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cole Carrigg",33253,694249
"Gleyber Torres","DET","Gleyber Torres","DET",2026,29,48,77,101,15,6,7,0,2,17,11,21,2,20,2,1,0,0,0,0,0.194805194,22,28,8,2,443,207,236,1,0,0,0.207920792,0.198019801,1.05,0.376237623,0.363636363,0.739873986,0.168831169,0.232142857,0.785714285,0.137931034,0.379310344,0.48275862,0.071428571,0.071428571,0.045454545,0,0.3333618502424221,1.3994909143028715,13.32368338014464,,,,,,,,2.2752100774999997,112.69666580179573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1545662758871913,,"29 - 29",,,,0.27586207,0.4137931,0.31034483,0.17241379,0.43103448,0.39655172,0.42574257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gleyber Torres",16997,650402
"Henry Bolte","ATH","Henry Bolte","ATH",2026,22,58,116,127,31,22,4,0,5,17,14,6,0,45,4,0,0,3,6,4,0.267241379,38,16,15,0,485,177,308,2,2,1,0.047244094,0.354330708,0.133333333,0.325396825,0.431034482,0.756431307,0.163793103,0.393939393,2.375,0.217391304,0.550724637,0.231884057,0,0.3125,0.052631578,0.5,0.33334110369758,1.7576313701846475,16.7514179361441,,,,,,,,4.742475683083905,105.6008355628264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6263059973716736,,"22 - 22",,,,0.30985915,0.50704225,0.18309859,0.08450704,0.4084507,0.50704225,0.44094488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry Bolte",31448,703607
"William Contreras","MIL","William Contreras","MIL",2026,28,76,132,152,37,27,7,0,3,20,18,17,3,24,1,2,0,5,0,1,0.28030303,47,37,26,1,605,244,361,3,0,0,0.111842105,0.157894736,0.708333333,0.361842105,0.401515151,0.763357256,0.121212121,0.317757009,1.27027027,0.236363636,0.427272727,0.336363636,0.027027027,0.081081081,0.063829787,0,0.33242491667702695,1.9913316915311248,19.936651046065275,,,,,,,,1.996746437952825,110.6768530628993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6512155178934336,,"28 - 28",,,,0.4,0.38181818,0.21818182,0.10909091,0.54545455,0.34545455,0.28947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"William Contreras",20503,661388
"Jose Altuve","HOU","Jose Altuve","HOU",2026,36,53,98,111,26,20,3,0,3,15,8,11,0,23,2,0,0,3,0,1,0.265306122,32,23,18,3,413,151,262,3,2,0,0.099099099,0.207207207,0.478260869,0.351351351,0.387755102,0.739106453,0.12244898,0.319444444,1.391304347,0.246575342,0.438356164,0.315068493,0.130434782,0.130434782,0.09375,0,0.3323005217689652,1.4430624736865396,14.547868054958188,,,,,,,,2.2223298521069017,113.60274131509482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5996934259310365,,"36 - 36",,,,0.45333333,0.41333333,0.13333333,0.18666667,0.56,0.25333333,0.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jose Altuve",5417,514888
"Pete Alonso","BAL","Pete Alonso","BAL",2026,31,92,162,180,42,27,7,0,8,26,22,15,4,44,2,1,0,1,0,1,0.259259259,43,45,31,2,744,280,464,0,0,0,0.083333333,0.244444444,0.34090909,0.327777777,0.450617283,0.77839506,0.191358024,0.306306306,0.955555555,0.260504201,0.361344537,0.37815126,0.044444444,0.177777777,0,0,0.33197988535870204,2.293564230669948,23.54460030840776,,,,,,,,2.2220017458533388,114.74043791071145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.639766164124012,,"31 - 31",,,,0.41176471,0.40336134,0.18487395,0.06722689,0.46218487,0.47058824,0.37222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pete Alonso",19251,624413
"Matt Vierling","DET","Matt Vierling","DET",2026,29,64,105,119,27,14,9,2,2,13,18,12,0,15,0,2,0,1,0,1,0.257142857,34,40,18,6,467,163,304,4,0,0,0.100840336,0.12605042,0.8,0.327731092,0.438095238,0.76582633,0.180952381,0.277777777,0.85,0.195652173,0.369565217,0.434782608,0.15,0.05,0.117647058,0,0.3319288191675138,1.5114008181924805,15.56069689180803,,,,,,,,4.433522870398169,111.70004870635199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.559620687738061,,"29 - 29",,,,0.38043478,0.40217391,0.2173913,0.18478261,0.47826087,0.33695652,0.24369748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Vierling",21558,663837
"Wyatt Langford","TEX","Wyatt Langford","TEX",2026,24,55,105,118,26,17,4,1,4,19,7,12,0,27,1,0,0,4,2,0,0.247619047,33,33,12,4,474,178,296,2,0,0,0.101694915,0.228813559,0.444444444,0.330508474,0.419047619,0.749556093,0.171428572,0.297297297,1,0.153846153,0.423076923,0.423076923,0.121212121,0.121212121,0.06060606,0,0.3313178238222155,1.4405655063431084,15.37180026841567,,,,,,,,6.65539916924315,114.3255740604889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22825969941914082,,"24 - 24",,,,0.42307692,0.35897436,0.21794872,0.17948718,0.47435897,0.34615385,0.36440678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyatt Langford",33333,694671
"Bo Naylor","CLE","Bo Naylor","CLE",2026,26,11,13,13,4,2,2,0,0,1,3,0,0,3,0,0,0,0,0,0,0.307692307,5,4,1,0,58,19,39,0,0,0,0,0.23076923,0,0.307692307,0.461538461,0.769230768,0.153846154,0.4,1.25,0.1,0.5,0.4,0,0,0,0,0.3311610588660607,0.1570631100157446,1.6918601600745862,,,,,,,,1.08035714,112.50853149661768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011449353769421577,,"26 - 26",,,,0.4,0.6,0,0.1,0.5,0.4,0.23076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bo Naylor",21865,666310
"TJ Rumfield","COL","TJ Rumfield","COL",2026,26,83,141,163,37,27,7,1,2,11,17,21,0,21,1,0,0,1,0,0,0.262411347,56,42,22,6,578,220,358,3,0,0,0.128834355,0.128834355,1,0.36196319,0.368794326,0.730757516,0.106382979,0.296610169,1.333333333,0.183333333,0.466666666,0.35,0.142857142,0.047619047,0.053571428,0,0.33105612422791,1.9555379865467346,21.19953176805375,,,,,,,,1.77232142125,95.91002200627831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28050916735082865,,"26 - 26",,,,0.36666667,0.39166667,0.24166667,0.2,0.5,0.3,0.26993865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TJ Rumfield",29805,681198
