"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
962,621566,"Olson, Matt",2364,40.7,0.265,0.261,0.3,0.526,0.364,0.348,0.254,56,211,92.2,19.3,2283,88.8,89.06,117,441,521,0.29999999999999716,6.44,117,148,130,152,300,327,307,"-12.635","12.635","72.7","7.5","3.234708279",231,154,29,13,0,14,58,25.1,17,7.4,"2.37","0.56","0.22","0.22","93.1",181,50.649350649350644,13.636363636363635,9.090909090909092,5.7,2.17,-0.3,2.24,0.325,21,"1.313409563",0.317,0.487,"-1.313409563",0.011,0.008000000000000007,0.039,0.016,26.5,"37.1",10.01130052123296,-2.6984081761708594,33.33464180616279,0.4976958525345622,38.89325250297542,36.68118259150877
848,547180,"Harper, Bryce",2150,39.4,0.207,0.11,0.263,0.317,0.303,0.338,0.224,34,164,88,11.8,2350,87.8,87.89,140,423,425,0.10000000000000853,6.37,116,146,125,151,292,326,302,"1.88","-1.88","70.8","7.1","4.782987686",205,118,25,4,1,4,51,24.9,35,17.1,"2.62","0.39","0.11","0.11","91.2",155,37.28813559322034,7.627118644067797,4.390243902439024,5.63,2.23,-0.32,2.05,0.341,9,"-0.221698113",0.362,0.375,"0.221698113",-0.017,-0.020999999999999963,-0.058,-0.035,33.1,"34.9",9.658562618494807,0.7691701377861812,36.78012621675069,0.4196642685851319,39.34929050083779,31.72412928929488
842,656941,"Schwarber, Kyle",2309,36.5,0.269,0.269,0.34,0.539,0.397,0.39,0.268,45,167,90.7,18.2,2323,87.8,87.84,113,361,481,0,6.36,117,146,131,152,297,329,298,"-16.149","16.149","74.2","7.4","4.106564551",199,109,25,7,1,12,59,29.6,27,13.6,"2.61","0.4","0.14","0.14","92.6",158,43.51851851851852,15.74074074074074,8.542713567839195,5.66,2.22,-0.3,2.1,0.382,17,"1.917933492",0.381,0.523,"-1.917933492",0.001,0.0010000000000000009,0.016,0.007,31.3,"34.9",14.959853793987584,-8.591692089876162,28.929317000241383,0.6182336182336182,35.69680952219635,35.12593711144504
747,671056,"Herrera, Iván",2250,33.2,0.243,0.15,0.266,0.393,0.355,0.381,0.284,34,140,89.7,16.5,2222,87.7,87.77,67,322,425,0.09999999999999432,6.31,106,151,123,147,309,326,293,"-5.756","5.756","72.3","7.7","3.15946514",176,114,23,6,0,5,26,14.8,30,17,"2.54","0.47","0.37","-0.37","93.1",162,44.73684210526316,6.140350877192982,3.977272727272727,5.7,2.07,0.04,2.34,0.398,7,"0.770548862",0.431,0.429,"-0.770548862",-0.041,-0.032999999999999974,-0.036,-0.026,20.8,"37.2",7.758673594456175,-2.064824462238977,30.375478666372125,0.4012738853503185,36.08643622415327,33.55954345292168
741,691718,"Crow-Armstrong, Pete",2274,32.6,0.293,0.247,0.385,0.54,0.411,0.339,0.243,44,150,88.7,20.1,2323,89.1,89.33,99,339,402,0.20000000000000284,6.44,113,144,102,150,291,322,299,"-12.963","12.963","71.3","7.3","3.921247662",179,100,28,4,3,9,50,27.9,23,12.8,"2.36","0.55","0.19","0.19","92.0",148,46,9,5.027932960893855,5.67,2.17,-0.38,2.17,0.408,9,"1.749392713",0.366,0.387,"-1.749392713",0.05,0.04199999999999998,0.153,0.072,29.2,"36.5",15.127061711909684,-7.534036070630289,33.28381216173218,0.47005988023952094,35.11241365097411,38.62090229676166
738,802139,"Wetherholt, JJ",2178,33.9,0.231,0.118,0.25,0.349,0.303,0.356,0.255,39,169,89.5,13.1,2307,88.5,88.52,64,330,408,0,6.34,117,146,108,151,297,324,304,"0.583","-0.583","68.7","7.3","1.765418459",195,141,29,5,0,5,30,15.4,21,10.8,"2.45","0.51","0.32","0.32","91.8",179,44.680851063829785,10.638297872340425,7.6923076923076925,5.62,2.07,-0.21,2.3,0.323,15,"-0.07899729",0.348,0.461,"0.07899729",-0.024,-0.024999999999999967,-0.112,-0.053,19.4,"35.4",9.827264173606368,6.785999718689179,32.3330181919109,0.6265432098765432,36.3499165974835,28.462697931677035
731,646240,"Devers, Rafael",2187,33.4,0.181,0.113,0.238,0.294,0.243,0.278,0.192,29,160,90.8,12.8,2297,89.4,89.7,116,375,356,0.29999999999999716,6.46,115,148,128,152,294,327,307,"11.433","-11.433","69.0","7.4","2.210444778",175,109,19,6,0,4,52,29.7,13,7.4,"2.27","0.62","0.33","0.33","92.1",168,48.62385321100918,10.091743119266056,6.2857142857142865,5.7,2.06,-0.26,2.26,0.246,11,"-1.564021888",0.26,0.36,"1.564021888",-0.011,-0.014000000000000012,-0.066,-0.035,30.9,"36.4",7.4495556602213435,8.239849889080265,30.061285841505313,0.5570652173913043,35.65604120940724,27.380931052781513
723,695578,"Wood, James",2266,31.9,0.253,0.234,0.341,0.487,0.356,0.365,0.257,40,158,94.2,7.6,2266,88.1,88.22,107,313,410,0.10000000000000853,6.36,119,148,127,151,298,326,306,"-3.76","3.76","73.1","7.3","3.677996416",179,100,21,10,0,9,58,32.4,20,11.2,"2.51","0.47","0.25","0.25","93.9",139,54,17,9.497206703910614,5.79,2.1,-0.23,2.19,0.341,17,"0.520055325",0.344,0.512,"-0.520055325",-0.004,-0.002999999999999947,-0.025,-0.009,34.2,"36.9",8.908239844405339,2.7855983082305866,40.63939618669809,0.3786407766990291,36.16116438282986,33.75246358341661
699,607208,"Turner, Trea",2045,34.2,0.212,0.096,0.248,0.308,0.276,0.323,0.257,33,156,89.4,8.9,2204,88,88.18,77,342,357,0.20000000000000284,6.37,106,151,120,146,299,324,289,"5.394","-5.394","71.2","7.5","3.291397281",176,124,24,6,0,3,32,18.2,18,10.2,"2.44","0.55","0.36","-0.36","91.6",169,41.935483870967744,6.451612903225806,4.545454545454546,5.71,2.25,0.05,2.2,0.301,8,"-0.77167382",0.341,0.388,"0.77167382",-0.045,-0.040000000000000036,-0.08,-0.047,22.5,"36.3",7.914954276038099,-1.4365311578393982,26.237920991198155,0.5714285714285714,38.90908987956134,28.46557818075606
698,668804,"Reynolds, Bryan",2197,31.8,0.293,0.189,0.362,0.482,0.374,0.349,0.257,48,164,91.4,3.9,2192,88.2,88.11,104,353,345,-0.10000000000000853,6.26,107,152,122,147,308,321,290,"-13.744","13.744","72.7","7.2","3.491033587",185,122,29,13,0,6,42,22.7,20,10.8,"2.54","0.44","0.45","-0.45","92.9",149,45.90163934426229,11.475409836065573,7.567567567567568,5.68,1.94,0.09,2.18,0.373,14,"1.969054441",0.341,0.457,"-1.969054441",0.036,0.03199999999999997,0.025,0.025,29.5,"38.1",8.226341580756909,3.1704033206712805,36.29339259864269,0.4281609195402299,36.79104415398211,26.369861674195732
697,518692,"Freeman, Freddie",2166,32.2,0.268,0.118,0.311,0.386,0.323,0.355,0.288,41,153,88.4,8.4,2290,88.8,88.9,97,361,336,0.10000000000000853,6.34,115,146,129,151,293,322,304,"0.364","-0.364","67.8","6.7","2.925160557",171,123,31,6,0,4,31,18.1,15,8.8,"2.44","0.49","0.23","0.23","91.5",157,39.02439024390244,6.504065040650407,4.678362573099415,5.73,2.16,-0.22,2.19,0.339,8,"-0.052223816",0.36,0.447,"0.052223816",-0.02,-0.020999999999999963,-0.061,-0.032,26.9,"35.5",6.304464540004132,4.59359784254558,41.667238692687334,0.42016806722689076,41.15976879400412,24.362828348434657
667,682985,"Greene, Riley",2073,32.2,0.231,0.115,0.333,0.346,0.316,0.314,0.23,30,130,89.4,14.8,2272,88.9,89.08,90,298,369,0.19999999999998863,6.42,117,146,124,151,292,329,301,"-0.521","0.521","72.6","7.0","4.220478108",153,86,20,7,1,2,44,28.8,22,14.4,"2.25","0.68","0.37","0.37","91.6",149,43.02325581395349,8.13953488372093,4.57516339869281,5.7,2.13,-0.26,2.34,0.346,7,"0.078110945",0.346,0.345,"-0.078110945",0.001,0,0.001,0.002,30.2,"37.2",12.363959119327006,0.7419997254885861,43.173656436457506,0.3875432525951557,33.191790564343385,32.296318918040924
667,700250,"Rice, Ben",2074,32.2,0.242,0.23,0.287,0.472,0.339,0.338,0.261,39,161,89.7,14.1,2316,88.1,88.29,87,307,360,0.20000000000000284,6.5,120,147,127,152,291,326,298,"-3.226","3.226","69.8","7.6","3.541922511",177,111,24,3,2,10,50,28.2,12,6.8,"2.59","0.41","0.2","0.2","92.2",137,41.44144144144144,10.81081081081081,6.779661016949152,5.71,2.04,-0.34,2.09,0.311,12,"0.483658171",0.327,0.448,"-0.483658171",-0.019,-0.016000000000000014,0.024,0.001,28.3,"37.4",13.08064705998285,-4.3888368677979335,33.88623158611443,0.5276872964169381,38.51304357856197,28.414587995726023
664,683002,"Henderson, Gunnar",2227,29.8,0.225,0.206,0.256,0.431,0.319,0.277,0.217,36,160,85.9,8.5,2278,88.3,88.58,75,315,349,0.29999999999999716,6.48,114,146,121,151,292,325,302,"-0.042","0.042","70.9","7.2","3.826117368",177,123,18,9,3,6,37,20.9,14,7.9,"2.45","0.51","0.29","0.29","91.0",142,34.959349593495936,3.2520325203252036,2.2598870056497176,5.74,2.02,-0.3,2.21,0.299,4,"0.006325301",0.292,0.323,"-0.006325301",0.008,0.007000000000000006,0.108,0.042,23.8,"36.0",9.284977320805377,0.052937403978275746,30.36840268281218,0.4662379421221865,34.168380413204964,33.94342925634156
661,701762,"Kurtz, Nick",1884,35.1,0.235,0.154,0.371,0.39,0.324,0.29,0.196,32,136,89.8,11.8,2293,89.1,89.2,115,296,365,0.10000000000000853,6.35,117,146,129,152,298,330,305,"-1.055","1.055","76.2","7.6","2.921793239",157,76,23,3,0,6,60,38.2,19,12.1,"2.34","0.57","0.33","0.33","92.5",160,44.73684210526316,10.526315789473683,5.095541401273886,5.79,2.06,-0.18,2.33,0.338,8,"0.159606657",0.303,0.345,"-0.159606657",0.039,0.03500000000000003,0.045,0.034,38.9,"37.5",11.596615173561908,4.560587982395529,37.23020966678946,0.4548872180451128,36.92788868969837,23.737307862134816
659,672695,"Perdomo, Geraldo",2246,29.3,0.223,0.091,0.25,0.314,0.293,0.303,0.227,27,121,86.8,8.3,2238,89.3,89.31,26,251,408,0,6.34,106,149,108,145,303,322,289,"1.04","-1.04","63.5","6.6","1.728601368",146,105,20,4,2,1,20,13.7,21,14.4,"2.25","0.66","0.47","-0.47","90.6",141,31.428571428571427,1.9047619047619049,1.36986301369863,5.75,2.12,0.1,2.31,0.329,2,"-0.157814871",0.346,0.289,"0.157814871",-0.004,-0.01699999999999996,0.025,-0.01,10.4,"37.1",0.3869479982909261,0.6069658357143433,37.19700686343284,0.3522267206477733,34.99717659843047,27.125708470419113
656,677800,"Abreu, Wilyer",2120,30.9,0.312,0.196,0.352,0.507,0.395,0.358,0.267,43,138,88,17.3,2300,89.2,89.34,71,295,361,0.09999999999999432,6.37,112,146,118,150,285,322,306,"-8.758","8.758","72.0","7.1","1.58699568",160,113,27,10,1,5,26,16.3,19,11.9,"2.28","0.62","0.34","0.34","91.3",164,37.16814159292036,10.619469026548673,7.5,5.72,2.18,-0.26,2.23,0.4,12,"1.335060976",0.361,0.457,"-1.335060976",0.045,0.039000000000000035,0.05,0.037,24.1,"37.0",6.906760388898665,1.7145200967339254,33.225116058788096,0.4828767123287671,36.49468926797981,27.36174152334636
655,663586,"Riley, Austin",2008,32.6,0.237,0.104,0.353,0.341,0.304,0.324,0.23,32,135,91.8,12.6,2132,87.6,87.89,106,308,347,0.30000000000001137,6.47,107,151,123,145,310,327,297,"2.122","-2.122","74.5","7.5","2.873095308",155,87,23,6,1,2,49,31.6,16,10.3,"2.51","0.51","0.4","-0.4","93.3",158,49.42528735632184,12.643678160919542,7.096774193548387,5.69,2.14,0.06,2.22,0.329,11,"-0.323969466",0.326,0.403,"0.323969466",0.007,0.0030000000000000027,-0.062,-0.02,34.4,"38.0",10.812902924730645,-2.028426518433954,33.24866221894944,0.39672131147540984,36.93455231659224,33.830114322677815
652,678246,"Vargas, Miguel",2131,30.6,0.264,0.293,0.255,0.557,0.394,0.419,0.299,37,140,93.2,21.9,2198,88.8,88.85,54,297,355,0.10000000000000853,6.32,106,151,122,146,299,326,295,"-10.198","10.198","72.2","7.7","2.507350991",168,113,19,6,1,11,28,16.7,26,15.5,"2.39","0.54","0.43","-0.43","92.8",174,56.14035087719298,14.912280701754385,10.119047619047619,5.88,2.01,0.06,2.31,0.377,17,"1.564110429",0.406,0.592,"-1.564110429",-0.035,-0.029000000000000026,-0.035,-0.025,18.2,"38.9",11.836886528154993,-2.5184445319177438,35.88864269796424,0.5374149659863946,36.421278341731615,35.281382072701156
645,624413,"Alonso, Pete",2282,28.3,0.248,0.193,0.296,0.441,0.324,0.36,0.265,36,145,94.8,17.1,2209,88.8,89.01,81,303,342,0.20000000000000284,6.46,108,152,125,147,306,331,296,"-2.265","2.265","72.8","7.1","2.563837714",161,105,22,7,0,7,41,25.5,13,8.1,"2.35","0.59","0.42","-0.42","93.8",194,60,15.238095238095239,9.937888198757763,5.78,1.94,-0.05,2.35,0.317,16,"0.351162791",0.335,0.516,"-0.351162791",-0.017,-0.018000000000000016,-0.075,-0.036,26.7,"37.8",9.894024491161503,4.001396100708329,33.83506701820536,0.4711864406779661,35.75880990472361,26.752091508815884
643,645277,"Albies, Ozzie",1960,32.8,0.283,0.187,0.267,0.47,0.331,0.287,0.258,56,198,86.6,15.8,2149,87.4,87.77,63,402,241,0.3999999999999915,6.45,105,151,121,145,306,325,294,"-3.765","3.765","67.8","7.1","1.866221513",213,188,35,13,0,8,15,7,8,3.8,"2.57","0.46","0.39","-0.39","91.3",156,31.182795698924732,3.763440860215054,3.286384976525822,5.72,2.21,0.34,2.2,0.31,7,"0.585536547",0.288,0.382,"-0.585536547",0.025,0.02200000000000002,0.088,0.044,15.7,"37.6",8.915253703434177,-3.7203551517597506,32.235655542273015,0.5873417721518988,28.250652610971724,37.42905626336376
637,683737,"Busch, Michael",2226,28.6,0.245,0.165,0.284,0.41,0.336,0.338,0.234,34,139,88.1,13.2,2306,89.6,89.87,57,270,367,0.30000000000001137,6.44,115,145,116,151,290,322,301,"-3.163","3.163","64.3","6.8","3.876996214",164,107,22,6,1,5,34,20.7,19,11.6,"2.31","0.57","0.35","0.35","91.2",149,40.18691588785047,11.214953271028037,7.317073170731707,5.69,2.16,-0.22,2.21,0.348,12,"0.496546311",0.341,0.424,"-0.496546311",0.011,0.006999999999999951,-0.014,-0.002,21.1,"36.5",12.825013145003341,0.16903342489959486,32.96038668513388,0.5513307984790875,36.90571166979489,31.801464543497303
637,502671,"Goldschmidt, Paul",1319,48.3,0.31,0.279,0.344,0.589,0.425,0.376,0.27,40,129,88.3,13.2,2198,87.7,87.93,58,265,372,0.20000000000000284,6.48,109,152,125,147,302,327,290,"-13.404","13.404","70.5","7.4","3.834806894",151,99,23,7,1,9,30,19.9,19,12.6,"2.52","0.49","0.32","-0.32","91.9",161,37.37373737373738,13.131313131313133,8.609271523178808,5.8,2,-0.08,2.21,0.411,13,"2.104238619",0.376,0.498,"-2.104238619",0.04,0.034999999999999976,0.091,0.049,21.9,"38.7",9.777072234425455,4.918191063871571,32.94387258838284,0.4728682170542636,41.79056593367183,18.775894780611758
636,682928,"Abrams, CJ",2031,31.3,0.247,0.195,0.323,0.442,0.314,0.268,0.221,38,154,87.1,15.5,2248,88.2,88.45,109,336,300,0.29999999999999716,6.44,115,146,119,150,294,323,302,"-0.438","0.438","69.7","7.7","3.870162818",166,105,21,10,1,6,51,30.7,9,5.4,"2.5","0.47","0.27","0.27","91.3",148,33.65384615384615,6.730769230769231,4.216867469879518,5.78,2.11,-0.29,2.11,0.289,7,"0.068867925",0.268,0.339,"-0.068867925",0.026,0.020999999999999963,0.103,0.046,32.4,"36.1",13.997748615654348,-7.085586664037246,29.30862792143604,0.5303030303030303,39.819293685001256,33.59147309281615
633,664040,"Lowe, Brandon",2115,29.9,0.213,0.127,0.303,0.34,0.26,0.249,0.197,32,150,88.8,15,2331,87.6,87.56,131,330,303,0,6.26,115,147,117,151,294,320,297,"5.65","-5.65","69.0","7.0","3.756122366",164,94,23,4,0,5,60,36.6,10,6.1,"2.59","0.43","0.14","0.14","91.5",168,39.361702127659576,8.51063829787234,4.878048780487805,5.64,2.01,-0.33,2.16,0.256,8,"-0.892575039",0.247,0.311,"0.892575039",0.016,0.009000000000000008,0.029,0.011,39.7,"37.4",15.348911503394143,-2.629072188425581,32.88465311984295,0.4695121951219512,34.858586232485905,33.99350424785594
632,668930,"Turang, Brice",2244,28.2,0.203,0.081,0.289,0.285,0.267,0.282,0.212,25,123,89,3.9,2342,89.5,89.67,65,257,375,0.20000000000000284,6.34,111,146,106,150,289,320,302,"3.774","-3.774","66.6","6.6","2.261194098",139,84,18,5,1,1,39,28.1,16,11.5,"2.29","0.59","0.31","0.31","91.0",176,34.93975903614458,4.819277108433735,2.877697841726619,5.72,2.06,-0.24,2.26,0.295,4,"-0.597151899",0.304,0.318,"0.597151899",-0.009,-0.009000000000000008,-0.033,-0.015,25.3,"37.5",5.369594333651917,10.678246998860168,35.400426621089615,0.45041322314049587,34.50865429878491,28.617565937450877
629,682998,"Carroll, Corbin",2099,30,0.329,0.245,0.396,0.573,0.427,0.344,0.253,47,143,90.2,9.7,2312,89.6,89.55,72,273,356,0,6.31,115,147,115,151,294,326,304,"-13.77","13.77","72.7","7.3","2.844967949",168,111,28,8,6,5,33,19.6,20,11.9,"2.28","0.61","0.38","0.38","92.6",157,48.148148148148145,7.4074074074074066,4.761904761904762,5.76,2.08,-0.04,2.25,0.423,8,"2.189189189",0.36,0.412,"-2.189189189",0.076,0.063,0.161,0.083,26.4,"37.6",9.053319565500669,3.138575138099403,25.16339771098989,0.6023166023166023,39.0518924675487,33.36324845055067
627,805808,"McGonigle, Kevin",2211,28.4,0.232,0.094,0.276,0.326,0.291,0.283,0.222,32,138,86.8,19,2271,88.5,88.73,52,267,360,0.20000000000000284,6.43,113,145,115,150,289,325,298,"5.149","-5.149","67.9","6.8","2.208034896",158,108,25,4,0,3,32,20.3,17,10.8,"2.36","0.6","0.32","0.32","91.0",163,32.407407407407405,2.7777777777777777,1.89873417721519,5.69,2.09,-0.24,2.15,0.316,3,"-0.821212121",0.309,0.317,"0.821212121",0.01,0.007000000000000006,0.009,0.008,19.5,"38.3",15.129111268976132,0.2527225166341952,35.61698974318502,0.4641509433962264,36.707179889328124,34.83460329601911
626,693307,"Dingler, Dillon",1927,32.5,0.223,0.144,0.278,0.367,0.283,0.311,0.255,31,139,89.2,15.9,2178,88.7,88.95,68,305,321,0.20000000000000284,6.42,108,152,123,147,301,328,293,"3.585","-3.585","70.5","7.5","2.694658238",154,101,19,8,0,4,41,26.6,10,6.5,"2.31","0.64","0.48","-0.48","91.6",153,42.57425742574257,6.9306930693069315,4.545454545454546,5.72,2.1,0.1,2.24,0.279,7,"-0.572683706",0.315,0.387,"0.572683706",-0.032,-0.035999999999999976,-0.02,-0.028,22.3,"38.2",11.513444502470502,-1.93998634695777,41.26077320682719,0.5082508250825083,36.76432910699676,29.176997327923846
625,621493,"Ward, Taylor",2229,28,0.25,0.153,0.29,0.403,0.348,0.373,0.271,31,124,90.5,14.4,2187,89.1,89.36,45,241,384,0.30000000000001137,6.43,108,152,124,147,304,326,291,"-3.052","3.052","67.8","6.9","1.97678061",154,97,21,5,1,4,29,18.8,28,18.2,"2.31","0.6","0.51","-0.51","91.4",170,41.66666666666667,9.375,5.844155844155844,5.75,2.1,0.07,2.35,0.383,9,"0.48832",0.401,0.457,"-0.48832",-0.021,-0.018000000000000016,-0.054,-0.025,18.7,"36.3",6.8697621775139845,0.9585674554886022,31.490247394720964,0.41702127659574467,35.50686203084902,31.289874731716278
625,702284,"Young, Cole",1906,32.8,0.236,0.088,0.278,0.324,0.275,0.295,0.25,35,148,87,9.6,2309,89.1,89.15,68,314,311,0.10000000000000853,6.35,117,145,107,150,286,317,298,"6.73","-6.73","68.9","6.9","2.78101158",162,118,29,2,1,3,32,19.8,8,4.9,"2.27","0.64","0.3","0.3","91.0",153,34.74576271186441,2.5423728813559325,1.8518518518518516,5.77,2.08,-0.28,2.22,0.29,3,"-1.0768",0.303,0.363,"1.0768",-0.014,-0.013000000000000012,-0.039,-0.02,21.7,"39.3",5.664480180157266,-0.34083206906646424,27.479026683638118,0.4405144694533762,32.15828205246199,29.125131866915236
624,660271,"Ohtani, Shohei",2063,30.2,0.289,0.283,0.321,0.572,0.387,0.385,0.277,46,159,91.4,12.6,2274,88.6,88.79,91,297,327,0.20000000000000284,6.39,120,147,132,152,298,327,305,"-8.722","8.722","71.8","7.9","3.620086574",178,118,25,9,0,12,43,24.2,13,7.3,"2.43","0.51","0.25","0.25","93.0",156,44.91525423728814,16.101694915254235,10.674157303370785,5.74,2.06,-0.3,2.12,0.35,19,"1.39775641",0.341,0.582,"-1.39775641",0.012,0.008999999999999952,-0.01,0.002,30.6,"36.6",13.011450081937372,-0.07605025429868752,36.86330228421831,0.47796610169491527,41.02027904351477,27.543667832748966
623,605137,"Bell, Josh",1956,31.9,0.275,0.154,0.31,0.43,0.326,0.303,0.247,41,149,88.1,14.9,2175,87.8,88.02,66,307,316,0.20000000000000284,6.41,107,151,124,146,302,324,287,"0.419","-0.419","69.0","7.8","3.77504265",160,121,28,8,0,5,29,18.1,9,5.6,"2.45","0.55","0.52","-0.52","91.0",163,32.231404958677686,8.264462809917356,6.25,5.72,1.97,0.06,2.31,0.319,10,"-0.067255217",0.293,0.403,"0.067255217",0.028,0.026000000000000023,0.027,0.023,21.5,"37.0",8.171460296936045,-3.79249867914206,35.5094610419047,0.477124183006536,37.16050578402779,26.023971158406525
620,805367,"Meidroth, Chase",2111,29.4,0.325,0.198,0.398,0.524,0.403,0.325,0.262,41,126,89.1,8.3,2160,88.4,88.58,51,261,359,0.19999999999998863,6.38,105,151,110,147,301,321,288,"-8.706","8.706","65.4","6.6","2.643892076",146,97,24,13,0,4,30,20.5,18,12.3,"2.34","0.61","0.51","-0.51","91.5",169,40.625,4.166666666666666,2.73972602739726,5.8,1.95,0.07,2.16,0.407,4,"1.404193548",0.354,0.372,"-1.404193548",0.063,0.05299999999999999,0.152,0.078,19.5,"38.7",10.369308222044923,6.557362727883198,32.03449464621512,0.5542635658914729,37.60003555354191,29.383131188623647
617,681624,"Pages, Andy",2207,28,0.288,0.252,0.305,0.54,0.389,0.405,0.317,40,139,91.3,18.4,2153,89,89.2,61,287,330,0.20000000000000284,6.36,108,151,123,146,303,323,294,"-10.594","10.594","71.6","7.6","2.824601351",159,113,22,9,1,8,27,17,18,11.3,"2.29","0.62","0.51","-0.51","92.3",173,53.09734513274337,10.619469026548673,7.547169811320755,5.77,2.09,0.11,2.38,0.371,12,"1.717017828",0.398,0.546,"-1.717017828",-0.029,-0.027000000000000024,-0.006,-0.016,21.3,"36.4",7.040521898983232,-1.354888436784098,40.13787400962945,0.37543859649122807,36.37741672418139,28.714259682842542
616,666018,"Aranda, Jonathan",2111,29.2,0.244,0.046,0.348,0.29,0.293,0.322,0.245,32,131,91.1,10.9,2296,89.5,89.62,67,268,348,0.09999999999999432,6.43,116,148,124,151,288,324,301,"2.447","-2.447","67.2","6.8","1.013397063",153,90,28,3,0,1,43,28.1,17,11.1,"2.14","0.74","0.38","0.38","91.5",179,48.888888888888886,6.666666666666667,3.9215686274509802,5.76,2.12,-0.21,2.41,0.34,6,"-0.39724026",0.346,0.361,"0.39724026",-0.001,-0.00599999999999995,-0.071,-0.029,25,"37.4",4.251573050587681,10.97384204921174,33.53408881044166,0.42412451361867703,38.94542355138683,23.523566005631228
612,668885,"Martin, Austin",1303,47,0.252,0.146,0.293,0.398,0.362,0.349,0.243,31,123,87.7,16.3,2244,88.7,88.73,42,229,383,0,6.39,105,151,112,147,299,320,284,"-7.067","7.067","65.6","6.4","3.124535675",157,101,17,12,0,2,24,15.3,26,16.6,"2.29","0.66","0.49","-0.49","91.2",166,33.663366336633665,5.9405940594059405,3.821656050955414,5.82,1.92,0.12,2.3,0.401,6,"1.154738562",0.396,0.366,"-1.154738562",0.009,0.0050000000000000044,0.032,0.013,18.3,"38.1",7.366036972112955,-0.8292525302718571,38.73112250590332,0.4681818181818182,34.90042322358359,29.688625676483817
611,643289,"Dubón, Mauricio",1769,34.5,0.235,0.142,0.241,0.377,0.285,0.304,0.266,38,162,87.6,15.9,2150,88.4,88.76,42,327,284,0.3999999999999915,6.49,107,152,112,147,307,321,287,"1.337","-1.337","68.7","7.7","1.93549748",175,145,23,11,0,4,19,10.9,9,5.1,"2.37","0.58","0.47","-0.47","90.7",170,33.56164383561644,4.10958904109589,3.428571428571429,5.69,2.29,0.14,2.32,0.276,6,"-0.218821604",0.309,0.382,"0.218821604",-0.031,-0.032999999999999974,-0.005,-0.019,12.8,"36.8",3.6287272728773226,2.6492493433933406,32.07890142322574,0.3622291021671827,35.695348016046964,26.704043526069274
609,671739,"Harris II, Michael",1717,35.5,0.265,0.191,0.288,0.457,0.33,0.32,0.282,43,162,87.6,10.9,2317,88,88.21,82,329,280,0.20000000000000284,6.4,114,148,109,152,298,325,305,"0.887","-0.887","72.4","7.9","2.846411013",173,132,26,10,0,7,31,17.9,8,4.6,"2.5","0.49","0.19","0.19","92.6",149,41.98473282442748,8.396946564885496,6.358381502890173,5.63,2.25,-0.19,2.21,0.306,11,"-0.145648604",0.322,0.411,"0.145648604",-0.017,-0.016000000000000014,0.046,0.01,24.9,"34.7",6.368140815714591,-4.043004807197665,30.00048983648325,0.4797507788161994,37.02552953573333,32.17251356578343
606,686948,"Baldwin, Drake",1753,34.6,0.253,0.158,0.284,0.411,0.326,0.36,0.284,40,158,89.8,7.4,2262,88.6,88.89,65,300,306,0.30000000000001137,6.43,117,148,124,151,301,326,308,"-2.03","2.03","72.2","7.2","2.726676318",175,123,29,4,0,7,35,20,14,8,"2.42","0.52","0.33","0.33","92.9",143,48.78048780487805,9.75609756097561,6.857142857142858,5.77,2.07,-0.14,2.08,0.326,12,"0.334983498",0.353,0.472,"-0.334983498",-0.031,-0.02699999999999997,-0.061,-0.034,21.7,"38.8",10.485996287716054,6.305678452918107,33.996426834117564,0.4612794612794613,38.283623929925355,28.50726103772986
606,686797,"Lee, Brooks",1826,33.2,0.2,0.1,0.25,0.3,0.26,0.251,0.192,28,140,87.4,17.6,2198,86.8,86.96,69,318,288,0.20000000000000284,6.38,106,151,118,146,299,323,290,"7.687","-7.687","68.7","7.1","3.259549604",154,103,20,5,0,3,37,24,11,7.1,"2.63","0.43","0.34","-0.34","90.9",154,31.06796116504854,3.8834951456310676,2.5974025974025974,5.83,1.86,0,2.14,0.273,4,"-1.268481848",0.265,0.289,"1.268481848",0.008,0.008000000000000007,0.011,0.009,21.7,"38.9",12.337594986968188,-5.018070516577884,31.254337452421744,0.5667752442996743,38.857329409901496,31.0447739956096
