"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
503,668227,"Arozarena, Randy",2048,24.6,0.274,0.162,0.315,0.436,0.337,0.316,0.261,32,117,89.2,9.9,2222,88.1,88.11,56,251,252,0,6.31,108,153,123,147,302,326,292,"-3.555","3.555","69.0","7.1","3.58203227",131,93,21,7,0,4,26,19.8,10,7.6,"2.37","0.6","0.35","-0.35","92.1",145,41.935483870967744,5.376344086021505,3.816793893129771,5.78,2,0.14,2.31,0.336,5,"0.706759443",0.33,0.373,"-0.706759443",0.013,0.006000000000000005,0.063,0.021,22.3,"39.8",7.78708733873794,4.81748037379928,25.304887757531144,0.602510460251046,34.77071609811764,29.015985540820335
500,695600,"Jensen, Carter",1944,25.7,0.235,0.109,0.333,0.345,0.289,0.264,0.203,28,119,89.5,16.1,2348,88.8,88.9,64,206,294,0.10000000000000853,6.33,117,147,120,151,294,328,304,"4.172","-4.172","71.0","6.9","3.567521819",130,80,19,7,0,2,39,30,10,7.7,"2.41","0.52","0.24","0.24","92.3",152,40.50632911392405,7.59493670886076,4.615384615384616,5.76,1.98,-0.32,2.17,0.3,6,"-0.8344",0.271,0.322,"0.8344",0.032,0.02899999999999997,0.023,0.025,31.1,"38.0",4.748585930442097,-2.380519316100464,26.01420108368937,0.5024630541871922,34.86230602440255,35.689076901639346
497,545341,"Grichuk, Randal",732,67.9,0.309,0.317,0.361,0.626,0.412,0.365,0.291,38,123,91.3,20.9,2205,89,89.18,59,268,229,0.20000000000000284,6.38,107,151,122,145,299,326,293,"-8.506","8.506","72.8","7.6","3.321523093",131,91,15,15,0,8,32,24.4,7,5.3,"2.25","0.66","0.46","-0.46","93.0",164,50.54945054945055,14.285714285714285,9.923664122137405,5.8,2.01,0,2.24,0.351,13,"1.711468813",0.334,0.524,"-1.711468813",0.018,0.01699999999999996,0.102,0.047,22,"37.7",8.405206601842977,-3.6924854364268436,27.028543969415008,0.5681818181818182,38.25012339927608,30.935728740162
496,660670,"Acuña Jr., Ronald",1323,37.5,0.22,0.198,0.271,0.418,0.335,0.356,0.239,20,91,87.4,14.8,2157,88.7,89.13,61,219,277,0.3999999999999915,6.5,111,153,124,148,309,329,298,"-1.426","1.426","73.9","7.4","1.136754861",108,63,11,4,1,4,28,25.9,16,14.8,"2.28","0.65","0.34","-0.34","90.7",145,34.92063492063492,12.698412698412698,7.4074074074074066,5.82,2.24,0.01,2.43,0.343,8,"0.2875",0.359,0.463,"-0.2875",-0.019,-0.01599999999999996,-0.045,-0.021,27.9,"39.2",7.600628759414539,8.765331748170153,39.25196240122569,0.45539906103286387,32.49282393348126,29.264100670607426
496,668723,"Vilade, Ryan",845,58.7,0.283,0.257,0.316,0.54,0.369,0.331,0.262,32,113,89.8,22.2,2207,89.8,89.91,56,261,235,0.10000000000000853,6.45,106,152,122,148,302,326,290,"-4.586","4.586","75.5","7.4","1.899269239",125,86,18,6,1,7,29,23.2,10,8,"2.12","0.75","0.51","-0.51","91.3",171,38.82352941176471,7.0588235294117645,4.8,5.77,2.12,-0.02,2.44,0.336,6,"0.924596774",0.32,0.454,"-0.924596774",0.021,0.016000000000000014,0.086,0.038,21.5,"36.6",3.613254801369989,-1.4575033148346215,31.475712714680324,0.35177865612648224,34.79722793968196,30.07764133084433
495,696285,"Young, Jacob",1395,35.5,0.308,0.171,0.359,0.479,0.377,0.357,0.295,36,117,88.1,13.2,2146,88.3,88.55,47,212,283,0.29999999999999716,6.42,100,149,105,146,301,319,287,"-8.357","8.357","68.3","7.0","2.340091283",131,95,23,9,1,3,22,16.8,12,9.2,"2.4","0.56","0.49","-0.49","91.3",174,33.68421052631579,7.368421052631578,5.343511450381679,5.72,2.25,0.05,2.2,0.382,7,"1.688282828",0.37,0.443,"-1.688282828",0.013,0.01200000000000001,0.036,0.02,22.2,"35.1",11.0380755291348,1.9965318787992923,31.389330845423103,0.5619047619047619,39.06168193586886,26.34631701834395
494,641343,"Bauers, Jake",1860,26.6,0.293,0.253,0.338,0.545,0.4,0.348,0.245,29,99,89.8,12.4,2319,89.1,89.16,49,212,282,0.10000000000000853,6.3,112,144,114,149,291,321,299,"-5.136","5.136","74.2","7.5","4.213548358",116,76,15,8,1,5,24,20.7,16,13.8,"2.29","0.62","0.28","0.28","92.9",167,41.891891891891895,12.162162162162163,7.758620689655173,5.73,1.98,-0.23,2.34,0.388,9,"1.039676113",0.349,0.445,"-1.039676113",0.048,0.039000000000000035,0.1,0.052,23.1,"39.2",9.14361273039658,0.3282559539215363,33.381652109221505,0.5346534653465347,35.747604354069665,27.47935748968355
492,678662,"Tovar, Ezequiel",1548,31.8,0.211,0.128,0.3,0.339,0.273,0.259,0.191,23,109,87.3,19.8,2224,88.9,89.27,88,297,195,0.3999999999999915,6.29,105,151,115,147,309,328,292,"5.982","-5.982","70.8","7.4","2.841280866",120,72,13,8,0,2,38,31.7,9,7.5,"2.32","0.58","0.45","-0.45","90.5",177,30.555555555555557,8.333333333333332,5,5.78,1.97,0.12,2.43,0.275,6,"-1.215853659",0.258,0.326,"1.215853659",0.02,0.017000000000000015,0.013,0.014,29.6,"37.2",9.329010580144562,-0.18952710864003658,35.465993653333236,0.4199288256227758,34.090429622680965,29.029785654731313
492,665487,"Tatis Jr., Fernando",1991,24.7,0.283,0.264,0.324,0.547,0.397,0.385,0.288,30,106,90.9,4.4,2182,87.9,87.99,59,206,286,0.09999999999999432,6.45,110,153,122,148,307,327,296,"-7.484","7.484","73.5","7.1","1.579259157",123,80,15,8,1,6,26,21.1,17,13.8,"2.45","0.56","0.43","-0.43","93.3",146,48.75,13.750000000000002,8.94308943089431,5.72,2.08,0.01,2.29,0.382,11,"1.521138211",0.387,0.505,"-1.521138211",-0.005,-0.0050000000000000044,0.042,0.012,28.6,"37.7",6.364505616742941,6.350323938787426,29.6407128098218,0.535,39.67112136627395,28.774818476487507
490,686555,"Collins, Isaac",1623,30.2,0.19,0.112,0.233,0.302,0.254,0.262,0.208,22,116,86.6,19.4,2205,89.3,89.41,49,223,267,0.10000000000000853,6.36,104,151,112,146,303,325,291,"6.238","-6.238","71.6","6.9","3.863176803",127,88,13,7,0,2,28,22,8,6.3,"2.25","0.65","0.5","-0.5","92.0",151,34.090909090909086,5.681818181818182,3.937007874015748,5.74,2.12,-0.01,2.3,0.26,5,"-1.273061224",0.277,0.3,"1.273061224",-0.018,-0.017000000000000015,0.002,-0.008,22,"37.5",3.9041301650094544,-7.0561906629131546,28.705688208099424,0.35648148148148145,37.137905058921746,35.334986646738415
490,642715,"Adames, Willy",1903,25.7,0.186,0.142,0.25,0.327,0.265,0.28,0.197,21,113,88.9,18.9,2183,88.1,88.58,79,241,249,0.5,6.52,109,151,122,145,300,326,295,"4.326","-4.326","71.0","8.1","2.495944382",125,75,12,5,1,3,38,30.4,12,9.6,"2.48","0.49","0.4","-0.4","91.4",160,42.66666666666667,9.333333333333334,5.6000000000000005,5.73,2.14,0.06,2.29,0.264,7,"-0.882857143",0.274,0.356,"0.882857143",-0.011,-0.010000000000000009,-0.029,-0.015,32.8,"36.2",15.065985456110415,-2.5002364739973597,33.193714082719865,0.5458333333333333,38.59320061656089,30.071626659741703
490,670623,"Paredes, Isaac",2221,22.1,0.29,0.121,0.341,0.411,0.34,0.336,0.28,31,107,88.3,25.6,2186,88.4,88.49,31,236,254,0.09999999999999432,6.42,106,152,122,145,293,323,291,"-0.667","0.667","66.6","7.8","2.898855447",118,89,21,8,1,1,18,15.3,8,6.8,"2.42","0.55","0.45","-0.45","91.7",167,35.95505617977528,5.617977528089887,4.23728813559322,5.91,2.01,0.13,2.15,0.356,5,"0.136122449",0.347,0.415,"-0.136122449",0.01,0.009000000000000008,-0.004,0.004,13.1,"40.3",14.772498208813124,-10.836082128692748,35.911760261836314,0.5426008968609866,34.10858529135031,34.98102720877152
488,642708,"Rosario, Amed",754,64.7,0.193,0.176,0.214,0.37,0.264,0.293,0.231,23,119,90.3,14.9,2119,88.5,88.86,66,259,229,0.4000000000000057,6.58,110,151,122,146,300,324,288,"4.419","-4.419","72.9","7.3","2.284729829",129,89,13,4,1,5,32,24.8,8,6.2,"2.38","0.58","0.48","-0.48","91.8",164,38.20224719101123,10.112359550561797,6.976744186046512,5.79,1.99,0.1,2.23,0.24,9,"-0.905532787",0.279,0.392,"0.905532787",-0.038,-0.039000000000000035,-0.022,-0.029,25.5,"38.5",6.6287559983795425,-3.4824220427252572,31.782070794689005,0.4860557768924303,33.20476884342977,29.20035709226053
488,687093,"Grissom, Vaughn",1205,40.5,0.272,0.058,0.322,0.33,0.311,0.323,0.263,28,103,87.9,7.8,2207,88.3,88.3,51,224,264,0,6.44,108,152,121,147,308,321,290,"0.952","-0.952","69.8","7.1","2.892623723",120,87,22,6,0,0,18,15,12,10,"2.36","0.62","0.43","-0.43","91.9",152,38.63636363636363,4.545454545454546,3.3333333333333335,5.88,1.93,0.04,2.27,0.353,4,"-0.195081967",0.351,0.355,"0.195081967",0.009,0.0020000000000000018,-0.025,-0.012,22.8,"41.0",7.5399741716262065,2.5062835786701534,34.304340553764604,0.4392523364485981,38.260222390090306,27.925934750965293
487,695506,"Caglianone, Jac",1654,29.4,0.267,0.207,0.33,0.474,0.328,0.298,0.239,36,135,90,5.1,2346,87.9,87.97,79,269,218,0.09999999999999432,6.33,116,147,126,151,296,330,307,"-2.734","2.734","73.7","7.8","4.093450379",139,95,22,7,0,7,40,28.8,1,0.7,"2.57","0.43","0.14","0.14","93.4",144,46.31578947368421,8.421052631578947,5.755395683453238,5.7,2.08,-0.29,2.07,0.288,8,"0.561396304",0.261,0.435,"-0.561396304",0.028,0.02699999999999997,0.039,0.03,29.4,"36.1",9.234608529943188,-1.2300510366002388,30.670477787011674,0.44609665427509293,40.310951688356866,30.19287986681523
487,593428,"Bogaerts, Xander",1874,26,0.224,0.075,0.25,0.299,0.282,0.327,0.271,24,107,89.9,5.8,2184,87.5,87.62,43,203,284,0.09999999999999432,6.44,110,152,123,147,304,323,293,"2.809","-2.809","70.6","7.3","3.890308782",122,93,18,5,0,1,14,11.5,15,12.3,"2.59","0.44","0.46","-0.46","92.6",116,43.01075268817204,3.225806451612903,2.459016393442623,5.7,2.16,0.08,2.2,0.32,3,"-0.576796715",0.361,0.374,"0.576796715",-0.047,-0.04099999999999998,-0.075,-0.045,21.2,"36.4",10.500439559608072,-2.9676927086948552,32.4900939694341,0.5251396648044693,40.08277764424483,32.142481896650715
486,665489,"Guerrero Jr., Vladimir",1758,27.6,0.277,0.099,0.313,0.376,0.344,0.366,0.285,28,101,91.9,11.9,2155,89.4,89.39,40,212,274,0,6.32,108,152,126,147,306,327,292,"-1.654","1.654","75.0","7.5","2.867436753",121,85,22,4,0,2,17,14,18,14.9,"2.28","0.62","0.48","-0.48","93.0",162,42.35294117647059,5.88235294117647,4.132231404958678,5.83,2,0.07,2.35,0.388,5,"0.340329218",0.395,0.437,"-0.340329218",-0.008,-0.007000000000000006,-0.061,-0.022,18.9,"39.3",1.316326264736038,-0.8395242841333643,28.664384589139978,0.3238095238095238,37.87684546256354,32.80348162291321
486,521692,"Perez, Salvador",1817,26.7,0.252,0.171,0.281,0.423,0.31,0.331,0.262,31,123,90.9,17.3,2180,88.4,88.57,65,285,201,0.19999999999998863,6.36,108,152,124,146,304,331,298,"0.14","-0.14","70.8","7.6","3.026259642",136,100,18,9,0,4,25,18.4,6,4.4,"2.45","0.51","0.41","-0.41","92.3",172,52,11,8.088235294117647,5.75,2.11,0.15,2.25,0.304,11,"-0.028806584",0.313,0.471,"0.028806584",-0.01,-0.009000000000000008,-0.048,-0.021,22.8,"37.0",9.868245185644911,-0.8792390312496873,35.92207733012594,0.4946236559139785,37.95371829472231,27.526853330082137
486,641680,"Heim, Jonah",1069,45.5,0.254,0.279,0.244,0.533,0.36,0.328,0.241,31,122,87.3,13.9,2208,88.6,88.79,59,251,235,0.20000000000000284,6.36,107,152,123,147,303,326,293,"-4.979","4.979","69.5","7.6","1.896889092",134,99,15,7,0,9,24,17.9,11,8.2,"2.31","0.63","0.47","-0.47","91.3",166,32.323232323232325,11.11111111111111,8.208955223880597,5.87,1.98,-0.09,2.4,0.313,11,"1.024485597",0.302,0.461,"-1.024485597",0.013,0.01100000000000001,0.072,0.032,23.5,"38.7",8.847874706227099,2.9529284158056304,27.348704531329695,0.5512820512820513,39.498482361603315,27.69828955415497
482,575929,"Contreras, Willson",1848,26.1,0.283,0.283,0.3,0.566,0.419,0.435,0.276,28,99,90.6,23.5,2180,88.8,88.98,63,216,266,0.20000000000000284,6.4,103,149,122,145,295,325,301,"-13.034","13.034","75.7","7.9","5.201757448",122,77,15,5,1,7,22,18,20,16.4,"2.3","0.63","0.53","-0.53","93.5",173,46.666666666666664,18.666666666666668,11.475409836065573,5.73,2.1,0.01,2.28,0.418,14,"2.704149378",0.415,0.623,"-2.704149378",0.007,0.0030000000000000027,-0.057,-0.016,29.2,"36.7",11.232543074934899,-6.141719761402376,34.28694494541213,0.5402843601895735,38.36849385735887,30.6555685232955
481,543807,"Springer, George",1613,29.8,0.225,0.137,0.259,0.363,0.301,0.284,0.206,23,102,87.2,14.3,2216,89.5,89.51,50,236,245,0,6.38,107,152,125,147,301,325,292,"-0.451","0.451","69.8","7.3","2.486634928",119,83,14,6,1,2,21,17.6,12,10.1,"2.25","0.64","0.48","-0.48","90.5",152,34.523809523809526,4.761904761904762,3.361344537815126,5.77,2.07,0.04,2.33,0.314,4,"0.093762994",0.299,0.331,"-0.093762994",0.019,0.015000000000000013,0.032,0.017,21.2,"37.3",7.563755911419475,4.963070955716337,33.779776518498174,0.5398230088495575,37.108258346825025,19.632196081577074
481,810938,"Williamson, Ben",1047,45.9,0.239,0.106,0.292,0.345,0.275,0.284,0.253,27,113,88.1,4.3,2203,88.7,88.81,38,218,263,0.09999999999999432,6.49,106,150,116,147,300,322,288,"4.601","-4.601","69.1","6.9","2.357564036",119,90,18,7,1,1,23,19.3,5,4.2,"2.34","0.61","0.45","-0.45","91.8",159,35.95505617977528,2.247191011235955,1.680672268907563,5.81,2.04,-0.01,2.31,0.277,2,"-0.956548857",0.292,0.355,"0.956548857",-0.014,-0.014999999999999958,-0.01,-0.009,17.4,"38.5",2.4792355773370818,6.89258273814329,28.967118597889026,0.35406698564593303,40.193621343189406,26.674644415212487
480,571448,"Arenado, Nolan",1859,25.8,0.245,0.245,0.25,0.49,0.349,0.323,0.243,25,102,87.5,17.6,2221,87.8,87.8,49,207,273,0,6.32,106,151,123,146,302,324,296,"-5.916","5.916","70.1","8.4","4.960593022",116,82,12,7,0,6,21,18.1,13,11.2,"2.47","0.53","0.36","-0.36","92.2",163,40.243902439024396,8.536585365853659,6.0344827586206895,5.69,2.28,0.08,2.29,0.328,7,"1.2325",0.326,0.419,"-1.2325",0.002,0.0020000000000000018,0.071,0.026,23.7,"36.7",13.446471755579415,-12.36182837639782,32.83687767504842,0.5124378109452736,38.17473443810557,37.0735743560381
479,641933,"O'Neill, Tyler",1017,47.1,0.231,0.269,0.254,0.5,0.345,0.34,0.236,25,108,90.9,21.5,2166,88.4,88.67,72,229,250,0.29999999999999716,6.48,107,152,124,147,303,328,294,"-2.569","2.569","71.1","7.4","4.447539589",119,75,12,5,0,8,33,27.7,11,9.2,"2.42","0.54","0.49","-0.49","92.9",184,50.66666666666667,12,7.563025210084033,5.8,2.11,0.13,2.22,0.303,9,"0.536325678",0.307,0.484,"-0.536325678",-0.005,-0.0040000000000000036,0.016,0.005,31.4,"36.7",15.166043001863551,-6.951378364624296,35.226234929739555,0.52,33.722650887579505,32.333494703552226
475,516782,"Marte, Starling",647,73.4,0.243,0.054,0.317,0.297,0.275,0.279,0.22,27,111,87,4.4,2189,88.8,88.89,72,249,226,0.10000000000000853,6.37,105,151,115,146,307,329,291,"4.598","-4.598","70.9","7.2","4.433544866",124,83,23,3,0,1,30,24.2,8,6.5,"2.37","0.57","0.45","-0.45","91.3",141,34.93975903614458,8.433734939759036,5.64516129032258,5.78,1.97,0.02,2.27,0.306,7,"-0.968",0.287,0.341,"0.968",0.023,0.019000000000000017,-0.044,-0.004,28.9,"37.1",7.767663794914349,0.5262087081875899,35.63611552964442,0.3673469387755102,37.204812227533466,23.562459624155903
475,691723,"Mayo, Coby",1324,35.9,0.292,0.434,0.3,0.726,0.45,0.416,0.275,31,106,94.3,22.7,2202,87.6,87.9,66,223,252,0.30000000000001137,6.48,109,152,125,146,301,327,295,"-12.183","12.183","75.3","7.3","3.596572413",116,73,11,7,0,13,33,28.4,9,7.8,"2.57","0.45","0.4","-0.4","93.7",180,52.054794520547944,23.28767123287671,14.655172413793101,5.79,2.08,0.08,2.16,0.353,17,"2.564842105",0.337,0.66,"-2.564842105",0.017,0.01599999999999996,0.066,0.034,29.6,"37.8",13.966637184046828,-13.498864948321717,40.02703707577637,0.4396135265700483,36.253469332347244,35.76584976414529
474,669127,"Langeliers, Shea",1564,30.3,0.325,0.298,0.359,0.623,0.431,0.399,0.307,37,114,92.9,14.2,2173,88.2,88.13,57,234,240,-0.10000000000000853,6.3,109,152,125,147,303,330,296,"-14.728","14.728","74.4","7.1","2.38416352",127,87,21,7,0,9,27,21.3,12,9.4,"2.33","0.65","0.52","-0.52","93.5",188,54.02298850574713,16.091954022988507,11.023622047244094,5.79,2.11,0.19,2.3,0.394,14,"3.107172996",0.378,0.558,"-3.107172996",0.018,0.016000000000000014,0.065,0.032,24.4,"37.3",10.90841218224432,1.198292941882689,30.838098170554407,0.5913461538461539,40.556290658718936,32.51934413903885
473,677649,"Duran, Ezequiel",1772,26.7,0.266,0.128,0.348,0.394,0.339,0.307,0.232,25,94,89.5,17,2148,87.7,87.85,53,224,249,0.09999999999999432,6.44,105,151,114,147,303,324,289,"-2.33","2.33","71.1","7.1","1.956302461",110,68,17,6,0,2,27,24.5,14,12.7,"2.45","0.57","0.39","-0.39","91.0",152,35.294117647058826,2.941176470588235,1.8181818181818181,5.71,2.12,0.11,2.31,0.364,2,"0.492600423",0.335,0.341,"-0.492600423",0.034,0.02899999999999997,0.053,0.032,23.7,"36.9",5.815408661284838,5.640988447176394,30.260836419480622,0.4479638009049774,35.404859981375594,27.360812687635796
467,655316,"Monasterio, Andruw",1218,38.3,0.27,0.292,0.297,0.562,0.392,0.367,0.268,24,89,91.1,21.2,2225,88.3,88.33,41,213,254,0,6.31,104,149,113,144,292,320,294,"-4.206","4.206","68.9","6.8","2.512908347",101,69,9,9,1,5,20,19.8,12,11.9,"2.39","0.59","0.41","-0.41","91.3",165,43.47826086956522,14.492753623188406,9.900990099009901,5.75,2.07,0.02,2.22,0.356,10,"0.900642398",0.355,0.494,"-0.900642398",0.002,0.0010000000000000009,0.068,0.025,19.2,"38.3",10.023629929201777,-2.285209043921346,35.58800377767858,0.4811320754716981,33.92396659365792,33.4068925481199
467,663837,"Vierling, Matt",1098,42.5,0.257,0.181,0.278,0.438,0.332,0.341,0.284,27,105,89.4,18.1,2175,88.1,88.37,30,215,252,0.30000000000001137,6.46,106,151,120,146,302,328,289,"-2.149","2.149","70.2","7.4","3.656067535",119,92,14,9,2,2,15,12.6,12,10.1,"2.39","0.6","0.45","-0.45","91.7",175,42.391304347826086,4.3478260869565215,3.361344537815126,5.8,1.94,0.16,2.32,0.328,4,"0.460171306",0.359,0.41,"-0.460171306",-0.027,-0.030999999999999972,0.028,-0.009,14,"40.0",8.947260870660454,-0.9558062352597572,31.749874635915294,0.5327102803738317,35.72889064476969,31.853755951600117
466,608348,"Kelly, Carson",1297,35.9,0.333,0.212,0.384,0.545,0.42,0.358,0.255,33,99,90.1,15.2,2236,88.8,89.02,47,218,248,0.20000000000000284,6.4,106,151,122,146,301,321,291,"-9.675","9.675","69.3","6.9","3.779091821",114,78,22,6,0,5,21,18.4,15,13.2,"2.37","0.56","0.44","-0.44","91.5",165,44.871794871794876,11.538461538461538,7.894736842105263,5.75,2.1,0.08,2.36,0.421,9,"2.076180258",0.353,0.467,"-2.076180258",0.078,0.068,0.078,0.062,21.6,"36.2",9.393021890990784,-1.2445751901954005,34.09975280755964,0.38317757009345793,38.341518022144776,28.257921212097767
464,681715,"Hernández, Heriberto",1366,34,0.243,0.311,0.239,0.553,0.372,0.399,0.288,25,103,92.2,12.4,2221,87.7,87.67,64,203,261,0,6.32,105,151,122,146,303,325,293,"-6.926","6.926","72.5","7.7","4.246567792",118,76,12,3,1,9,28,23.7,13,11,"2.5","0.51","0.32","-0.32","92.9",158,44.73684210526316,13.157894736842104,8.47457627118644,5.7,2.09,0.03,2.2,0.331,10,"1.492672414",0.377,0.559,"-1.492672414",-0.045,-0.045999999999999985,-0.006,-0.027,31.5,"37.1",13.787565983267195,-1.688085936210247,27.670863384839755,0.5247524752475248,36.57376266584701,32.64246870947343
463,703607,"Bolte, Henry",1119,41.4,0.275,0.174,0.397,0.45,0.345,0.33,0.262,30,109,93.8,6,2214,88.8,88.87,81,227,236,0.10000000000000853,6.29,105,151,117,147,304,324,290,"-2.591","2.591","74.9","7.6","3.139210627",120,68,21,4,0,5,41,34.2,6,5,"2.3","0.63","0.49","-0.49","93.6",159,55.88235294117647,14.705882352941178,8.333333333333332,5.82,2,0.09,2.29,0.336,10,"0.559611231",0.324,0.43,"-0.559611231",0.013,0.01200000000000001,0.02,0.015,35.7,"38.2",7.702487280216874,5.739720606886589,33.02832792733846,0.45410628019323673,36.287690035129756,25.444054645547613
463,663743,"Fortes, Nick",929,49.8,0.248,0.085,0.275,0.333,0.293,0.305,0.264,29,117,85.3,8.4,2200,88.3,88.39,39,236,227,0.10000000000000853,6.47,106,151,116,146,296,322,289,"2.935","-2.935","71.2","7.5","3.699196836",130,103,21,7,0,1,15,11.5,6,4.6,"2.42","0.56","0.5","-0.5","92.1",139,36.27450980392157,1.9607843137254901,1.5384615384615385,5.69,2.12,0.05,2.21,0.315,2,"-0.633909287",0.33,0.349,"0.633909287",-0.016,-0.015000000000000013,-0.016,-0.012,16.5,"34.7",3.2678649332740544,-5.906843250457942,19.98680000401992,0.33766233766233766,37.846125810187175,28.12140472640495
463,663538,"Hoerner, Nico",1945,23.8,0.295,0.116,0.316,0.411,0.329,0.324,0.309,38,129,86.1,14.6,2162,88.9,89.07,29,223,240,0.19999999999998863,6.49,109,150,115,147,298,319,289,"-0.344","0.344","67.5","7.3","2.29790726",139,116,27,9,0,2,14,10.1,8,5.8,"2.37","0.56","0.53","-0.53","90.8",155,29.565217391304348,0.8695652173913043,0.7194244604316548,5.72,2.16,0.12,2.24,0.338,1,"0.074298056",0.352,0.38,"-0.074298056",-0.014,-0.013999999999999957,0.031,0.005,13,"36.5",5.721365872366128,0.1686322512991693,32.37108386693544,0.4608294930875576,38.82794025168428,24.892321078677014
463,542303,"Ozuna, Marcell",1245,37.2,0.207,0.163,0.246,0.37,0.29,0.317,0.225,19,92,90.2,21.2,2186,88.5,88.64,62,198,265,0.09999999999999432,6.34,105,152,123,146,307,322,292,"3.221","-3.221","72.0","7.3","3.198053311",103,65,12,3,0,4,27,26.2,11,10.7,"2.35","0.59","0.56","-0.56","92.2",170,40.625,9.375,5.825242718446602,5.74,1.98,0.17,2.29,0.291,6,"-0.695680346",0.309,0.426,"0.695680346",-0.018,-0.018000000000000016,-0.056,-0.027,31.3,"38.6",14.859492161850095,-2.9641469222608525,37.67967900986029,0.38071065989847713,34.800790972981275,32.81243317333417
460,669364,"Edwards, Xavier",2078,22.1,0.255,0.142,0.277,0.396,0.317,0.305,0.252,27,106,86.2,10.3,2217,88.8,88.63,36,202,258,-0.20000000000000284,6.27,103,150,109,148,301,317,282,"-1.374","1.374","66.5","6.6","2.320860332",120,87,20,3,0,4,20,16.7,13,10.8,"2.4","0.54","0.5","-0.5","90.6",154,28.735632183908045,4.597701149425287,3.3333333333333335,5.68,2.24,0.14,2.19,0.333,4,"0.298695652",0.332,0.37,"-0.298695652",0.003,0.0010000000000000009,0.026,0.012,17.8,"35.1",1.1777404726509093,-1.614793435091479,28.60677438658943,0.3385416666666667,32.65233404642946,33.24300503017525
459,808982,"Lee, Jung Hoo",1699,27,0.266,0.109,0.294,0.375,0.297,0.276,0.254,34,128,86.3,8.1,2296,88.6,88.94,33,220,239,0.30000000000001137,6.53,116,147,108,151,285,319,301,"1.441","-1.441","64.1","7.4","2.109232804",136,111,25,6,1,2,18,13.2,5,3.7,"2.43","0.51","0.33","0.33","90.4",140,20.72072072072072,1.8018018018018018,1.4705882352941175,5.72,2.08,-0.26,2.22,0.301,2,"-0.313943355",0.292,0.326,"0.313943355",0.012,0.009000000000000008,0.049,0.021,15,"37.5",2.322112302025661,-3.2726984345899632,38.318561882064046,0.3686635944700461,30.32983955264896,28.629722778996914
459,665742,"Soto, Juan",1473,31.2,0.276,0.171,0.294,0.448,0.356,0.363,0.277,29,105,89.7,15.1,2307,89.4,89.38,47,202,257,0,6.37,113,146,125,151,294,327,305,"-7.93","7.93","69.5","7.0","2.473517753",120,89,21,2,2,4,16,13.3,14,11.7,"2.41","0.5","0.37","0.37","93.2",166,43.82022471910113,8.98876404494382,6.666666666666667,5.73,2.13,-0.34,2.07,0.361,8,"1.727668845",0.362,0.469,"-1.727668845",-0.001,-0.0010000000000000009,-0.021,-0.007,23.3,"36.5",12.591262728258108,1.9458702688286598,28.084217603705817,0.6256410256410256,38.16353894878056,24.751003748886777
458,677951,"Witt Jr., Bobby",1776,25.8,0.306,0.18,0.33,0.486,0.364,0.404,0.326,34,111,96.1,15,2203,88.5,88.64,44,217,241,0.09999999999999432,6.4,109,153,123,147,309,331,296,"-4.369","4.369","72.6","6.8","1.877417204",124,97,21,9,1,3,15,12.1,12,9.7,"2.4","0.55","0.4","-0.4","94.3",178,62.76595744680851,14.893617021276595,11.29032258064516,5.77,2.01,0.11,2.34,0.371,14,"0.953930131",0.395,0.56,"-0.953930131",-0.02,-0.02400000000000002,-0.074,-0.04,20.3,"38.7",3.5306321591534098,4.228656721508574,28.987002413404,0.35436893203883496,35.28758211710577,25.588923590021363
454,641487,"Crawford, J.P.",1562,29.1,0.195,0.049,0.231,0.244,0.291,0.337,0.241,16,82,84,6.2,2314,89.2,89.28,26,153,301,0.09999999999999432,6.36,115,147,107,151,285,316,299,"1.005","-1.005","67.8","7.0","1.337344008",105,66,14,1,0,1,18,17.1,18,17.1,"2.23","0.68","0.3","0.3","90.3",142,24.615384615384617,4.615384615384616,2.857142857142857,5.8,2.08,-0.2,2.26,0.352,3,"-0.221365639",0.39,0.338,"0.221365639",-0.046,-0.038000000000000034,-0.094,-0.046,17,"39.4",2.671726782414748,3.5589598369903213,33.53799988892074,0.38666666666666666,36.11078258497164,36.02222990188835
